"pixel no"	"mm" 	"pixel val" 	"dark frame"	"flat field"	"corrected"	"smoothed"
       565	     4,520	      2482	     0,000	 65535,000	  1510,154	  1510,154
       566	     4,528	      2386	     0,000	 65535,000	  1414,154	  1414,154
       567	     4,536	      2370	     0,000	 65535,000	  1398,154	  1398,154
       568	     4,544	      2354	     0,000	 65535,000	  1382,154	  1382,154
       569	     4,552	      2274	     0,000	 65535,000	  1302,154	  1302,154
       570	     4,560	      2210	     0,000	 65535,000	  1238,154	  1238,154
       571	     4,568	      2162	     0,000	 65535,000	  1190,154	  1190,154
       572	     4,576	      2210	     0,000	 65535,000	  1238,154	  1238,154
       573	     4,584	      2178	     0,000	 65535,000	  1206,154	  1206,154
       574	     4,592	      2290	     0,000	 65535,000	  1318,154	  1318,154
       575	     4,600	      2354	     0,000	 65535,000	  1382,154	  1382,154
       576	     4,608	      2482	     0,000	 65535,000	  1510,154	  1510,154
       577	     4,616	      2514	     0,000	 65535,000	  1542,154	  1542,154
       578	     4,624	      2770	     0,000	 65535,000	  1798,154	  1798,154
       579	     4,632	      2802	     0,000	 65535,000	  1830,154	  1830,154
       580	     4,640	      2914	     0,000	 65535,000	  1942,154	  1942,154
       581	     4,648	      2930	     0,000	 65535,000	  1958,154	  1958,154
       582	     4,656	      3058	     0,000	 65535,000	  2086,154	  2086,154
       583	     4,664	      2994	     0,000	 65535,000	  2022,154	  2022,154
       584	     4,672	      2930	     0,000	 65535,000	  1958,154	  1958,154
       585	     4,680	      3106	     0,000	 65535,000	  2134,154	  2134,154
       586	     4,688	      3058	     0,000	 65535,000	  2086,154	  2086,154
       587	     4,696	      3106	     0,000	 65535,000	  2134,154	  2134,154
       588	     4,704	      3218	     0,000	 65535,000	  2246,154	  2246,154
       589	     4,712	      3154	     0,000	 65535,000	  2182,154	  2182,154
       590	     4,720	      3138	     0,000	 65535,000	  2166,154	  2166,154
       591	     4,728	      3170	     0,000	 65535,000	  2198,154	  2198,154
       592	     4,736	      3170	     0,000	 65535,000	  2198,154	  2198,154
       593	     4,744	      3122	     0,000	 65535,000	  2150,154	  2150,154
       594	     4,752	      3218	     0,000	 65535,000	  2246,154	  2246,154
       595	     4,760	      3202	     0,000	 65535,000	  2230,154	  2230,154
       596	     4,768	      3314	     0,000	 65535,000	  2342,154	  2342,154
       597	     4,776	      3298	     0,000	 65535,000	  2326,154	  2326,154
       598	     4,784	      3314	     0,000	 65535,000	  2342,154	  2342,154
       599	     4,792	      3298	     0,000	 65535,000	  2326,154	  2326,154
       600	     4,800	      3426	     0,000	 65535,000	  2454,154	  2454,154
       601	     4,808	      3426	     0,000	 65535,000	  2454,154	  2454,154
       602	     4,816	      3378	     0,000	 65535,000	  2406,154	  2406,154
       603	     4,824	      3378	     0,000	 65535,000	  2406,154	  2406,154
       604	     4,832	      3506	     0,000	 65535,000	  2534,154	  2534,154
       605	     4,840	      3378	     0,000	 65535,000	  2406,154	  2406,154
       606	     4,848	      3538	     0,000	 65535,000	  2566,154	  2566,154
       607	     4,856	      3538	     0,000	 65535,000	  2566,154	  2566,154
       608	     4,864	      3506	     0,000	 65535,000	  2534,154	  2534,154
       609	     4,872	      3586	     0,000	 65535,000	  2614,154	  2614,154
       610	     4,880	      3666	     0,000	 65535,000	  2694,154	  2694,154
       611	     4,888	      3698	     0,000	 65535,000	  2726,154	  2726,154
       612	     4,896	      3762	     0,000	 65535,000	  2790,154	  2790,154
       613	     4,904	      3746	     0,000	 65535,000	  2774,154	  2774,154
       614	     4,912	      3730	     0,000	 65535,000	  2758,154	  2758,154
       615	     4,920	      3826	     0,000	 65535,000	  2854,154	  2854,154
       616	     4,928	      3890	     0,000	 65535,000	  2918,154	  2918,154
       617	     4,936	      3874	     0,000	 65535,000	  2902,154	  2902,154
       618	     4,944	      3906	     0,000	 65535,000	  2934,154	  2934,154
       619	     4,952	      3858	     0,000	 65535,000	  2886,154	  2886,154
       620	     4,960	      3986	     0,000	 65535,000	  3014,154	  3014,154
       621	     4,968	      3922	     0,000	 65535,000	  2950,154	  2950,154
       622	     4,976	      3986	     0,000	 65535,000	  3014,154	  3014,154
       623	     4,984	      3922	     0,000	 65535,000	  2950,154	  2950,154
       624	     4,992	      3938	     0,000	 65535,000	  2966,154	  2966,154
       625	     5,000	      3938	     0,000	 65535,000	  2966,154	  2966,154
       626	     5,008	      4066	     0,000	 65535,000	  3094,154	  3094,154
       627	     5,016	      4002	     0,000	 65535,000	  3030,154	  3030,154
       628	     5,024	      4050	     0,000	 65535,000	  3078,154	  3078,154
       629	     5,032	      4114	     0,000	 65535,000	  3142,154	  3142,154
       630	     5,040	      4162	     0,000	 65535,000	  3190,154	  3190,154
       631	     5,048	      4226	     0,000	 65535,000	  3254,154	  3254,154
       632	     5,056	      4306	     0,000	 65535,000	  3334,154	  3334,154
       633	     5,064	      4306	     0,000	 65535,000	  3334,154	  3334,154
       634	     5,072	      4402	     0,000	 65535,000	  3430,154	  3430,154
       635	     5,080	      4466	     0,000	 65535,000	  3494,154	  3494,154
       636	     5,088	      4514	     0,000	 65535,000	  3542,154	  3542,154
       637	     5,096	      4466	     0,000	 65535,000	  3494,154	  3494,154
       638	     5,104	      4402	     0,000	 65535,000	  3430,154	  3430,154
       639	     5,112	      4450	     0,000	 65535,000	  3478,154	  3478,154
       640	     5,120	      4418	     0,000	 65535,000	  3446,154	  3446,154
       641	     5,128	      4482	     0,000	 65535,000	  3510,154	  3510,154
       642	     5,136	      4546	     0,000	 65535,000	  3574,154	  3574,154
       643	     5,144	      4578	     0,000	 65535,000	  3606,154	  3606,154
       644	     5,152	      4738	     0,000	 65535,000	  3766,154	  3766,154
       645	     5,160	      4626	     0,000	 65535,000	  3654,154	  3654,154
       646	     5,168	      4770	     0,000	 65535,000	  3798,154	  3798,154
       647	     5,176	      4738	     0,000	 65535,000	  3766,154	  3766,154
       648	     5,184	      4866	     0,000	 65535,000	  3894,154	  3894,154
       649	     5,192	      4802	     0,000	 65535,000	  3830,154	  3830,154
       650	     5,200	      4930	     0,000	 65535,000	  3958,154	  3958,154
       651	     5,208	      4850	     0,000	 65535,000	  3878,154	  3878,154
       652	     5,216	      5042	     0,000	 65535,000	  4070,154	  4070,154
       653	     5,224	      4994	     0,000	 65535,000	  4022,154	  4022,154
       654	     5,232	      5106	     0,000	 65535,000	  4134,154	  4134,154
       655	     5,240	      5090	     0,000	 65535,000	  4118,154	  4118,154
       656	     5,248	      5074	     0,000	 65535,000	  4102,154	  4102,154
       657	     5,256	      5074	     0,000	 65535,000	  4102,154	  4102,154
       658	     5,264	      5154	     0,000	 65535,000	  4182,154	  4182,154
       659	     5,272	      5202	     0,000	 65535,000	  4230,154	  4230,154
       660	     5,280	      5362	     0,000	 65535,000	  4390,154	  4390,154
       661	     5,288	      5314	     0,000	 65535,000	  4342,154	  4342,154
       662	     5,296	      5314	     0,000	 65535,000	  4342,154	  4342,154
       663	     5,304	      5330	     0,000	 65535,000	  4358,154	  4358,154
       664	     5,312	      5346	     0,000	 65535,000	  4374,154	  4374,154
       665	     5,320	      5426	     0,000	 65535,000	  4454,154	  4454,154
       666	     5,328	      5522	     0,000	 65535,000	  4550,154	  4550,154
       667	     5,336	      5410	     0,000	 65535,000	  4438,154	  4438,154
       668	     5,344	      5554	     0,000	 65535,000	  4582,154	  4582,154
       669	     5,352	      5570	     0,000	 65535,000	  4598,154	  4598,154
       670	     5,360	      5618	     0,000	 65535,000	  4646,154	  4646,154
       671	     5,368	      5650	     0,000	 65535,000	  4678,154	  4678,154
       672	     5,376	      5778	     0,000	 65535,000	  4806,154	  4806,154
       673	     5,384	      5746	     0,000	 65535,000	  4774,154	  4774,154
       674	     5,392	      5826	     0,000	 65535,000	  4854,154	  4854,154
       675	     5,400	      5826	     0,000	 65535,000	  4854,154	  4854,154
       676	     5,408	      5906	     0,000	 65535,000	  4934,154	  4934,154
       677	     5,416	      5954	     0,000	 65535,000	  4982,154	  4982,154
       678	     5,424	      6002	     0,000	 65535,000	  5030,154	  5030,154
       679	     5,432	      6098	     0,000	 65535,000	  5126,154	  5126,154
       680	     5,440	      6242	     0,000	 65535,000	  5270,154	  5270,154
       681	     5,448	      6098	     0,000	 65535,000	  5126,154	  5126,154
       682	     5,456	      6194	     0,000	 65535,000	  5222,154	  5222,154
       683	     5,464	      6018	     0,000	 65535,000	  5046,154	  5046,154
       684	     5,472	      6146	     0,000	 65535,000	  5174,154	  5174,154
       685	     5,480	      6114	     0,000	 65535,000	  5142,154	  5142,154
       686	     5,488	      6146	     0,000	 65535,000	  5174,154	  5174,154
       687	     5,496	      6114	     0,000	 65535,000	  5142,154	  5142,154
       688	     5,504	      6146	     0,000	 65535,000	  5174,154	  5174,154
       689	     5,512	      6130	     0,000	 65535,000	  5158,154	  5158,154
       690	     5,520	      6226	     0,000	 65535,000	  5254,154	  5254,154
       691	     5,528	      6226	     0,000	 65535,000	  5254,154	  5254,154
       692	     5,536	      6162	     0,000	 65535,000	  5190,154	  5190,154
       693	     5,544	      6114	     0,000	 65535,000	  5142,154	  5142,154
       694	     5,552	      6050	     0,000	 65535,000	  5078,154	  5078,154
       695	     5,560	      6210	     0,000	 65535,000	  5238,154	  5238,154
       696	     5,568	      6338	     0,000	 65535,000	  5366,154	  5366,154
       697	     5,576	      6370	     0,000	 65535,000	  5398,154	  5398,154
       698	     5,584	      6386	     0,000	 65535,000	  5414,154	  5414,154
       699	     5,592	      6306	     0,000	 65535,000	  5334,154	  5334,154
       700	     5,600	      6274	     0,000	 65535,000	  5302,154	  5302,154
       701	     5,608	      6354	     0,000	 65535,000	  5382,154	  5382,154
       702	     5,616	      6338	     0,000	 65535,000	  5366,154	  5366,154
       703	     5,624	      6546	     0,000	 65535,000	  5574,154	  5574,154
       704	     5,632	      6658	     0,000	 65535,000	  5686,154	  5686,154
       705	     5,640	      6594	     0,000	 65535,000	  5622,154	  5622,154
       706	     5,648	      6738	     0,000	 65535,000	  5766,154	  5766,154
       707	     5,656	      6802	     0,000	 65535,000	  5830,154	  5830,154
       708	     5,664	      6866	     0,000	 65535,000	  5894,154	  5894,154
       709	     5,672	      6898	     0,000	 65535,000	  5926,154	  5926,154
       710	     5,680	      6930	     0,000	 65535,000	  5958,154	  5958,154
       711	     5,688	      7042	     0,000	 65535,000	  6070,154	  6070,154
       712	     5,696	      7202	     0,000	 65535,000	  6230,154	  6230,154
       713	     5,704	      7282	     0,000	 65535,000	  6310,154	  6310,154
       714	     5,712	      7458	     0,000	 65535,000	  6486,154	  6486,154
       715	     5,720	      7618	     0,000	 65535,000	  6646,154	  6646,154
       716	     5,728	      7666	     0,000	 65535,000	  6694,154	  6694,154
       717	     5,736	      7762	     0,000	 65535,000	  6790,154	  6790,154
       718	     5,744	      7938	     0,000	 65535,000	  6966,154	  6966,154
       719	     5,752	      7986	     0,000	 65535,000	  7014,154	  7014,154
       720	     5,760	      8114	     0,000	 65535,000	  7142,154	  7142,154
       721	     5,768	      7954	     0,000	 65535,000	  6982,154	  6982,154
       722	     5,776	      8066	     0,000	 65535,000	  7094,154	  7094,154
       723	     5,784	      8242	     0,000	 65535,000	  7270,154	  7270,154
       724	     5,792	      8386	     0,000	 65535,000	  7414,154	  7414,154
       725	     5,800	      8274	     0,000	 65535,000	  7302,154	  7302,154
       726	     5,808	      8322	     0,000	 65535,000	  7350,154	  7350,154
       727	     5,816	      8354	     0,000	 65535,000	  7382,154	  7382,154
       728	     5,824	      8322	     0,000	 65535,000	  7350,154	  7350,154
       729	     5,832	      8530	     0,000	 65535,000	  7558,154	  7558,154
       730	     5,840	      8434	     0,000	 65535,000	  7462,154	  7462,154
       731	     5,848	      8594	     0,000	 65535,000	  7622,154	  7622,154
       732	     5,856	      8626	     0,000	 65535,000	  7654,154	  7654,154
       733	     5,864	      8834	     0,000	 65535,000	  7862,154	  7862,154
       734	     5,872	      8754	     0,000	 65535,000	  7782,154	  7782,154
       735	     5,880	      8690	     0,000	 65535,000	  7718,154	  7718,154
       736	     5,888	      8882	     0,000	 65535,000	  7910,154	  7910,154
       737	     5,896	      8882	     0,000	 65535,000	  7910,154	  7910,154
       738	     5,904	      8962	     0,000	 65535,000	  7990,154	  7990,154
       739	     5,912	      9042	     0,000	 65535,000	  8070,154	  8070,154
       740	     5,920	      9202	     0,000	 65535,000	  8230,154	  8230,154
       741	     5,928	      9154	     0,000	 65535,000	  8182,154	  8182,154
       742	     5,936	      9314	     0,000	 65535,000	  8342,154	  8342,154
       743	     5,944	      9314	     0,000	 65535,000	  8342,154	  8342,154
       744	     5,952	      9298	     0,000	 65535,000	  8326,154	  8326,154
       745	     5,960	      9474	     0,000	 65535,000	  8502,154	  8502,154
       746	     5,968	      9554	     0,000	 65535,000	  8582,154	  8582,154
       747	     5,976	      9442	     0,000	 65535,000	  8470,154	  8470,154
       748	     5,984	      9458	     0,000	 65535,000	  8486,154	  8486,154
       749	     5,992	      9586	     0,000	 65535,000	  8614,154	  8614,154
       750	     6,000	      9602	     0,000	 65535,000	  8630,154	  8630,154
       751	     6,008	      9714	     0,000	 65535,000	  8742,154	  8742,154
       752	     6,016	      9858	     0,000	 65535,000	  8886,154	  8886,154
       753	     6,024	      9794	     0,000	 65535,000	  8822,154	  8822,154
       754	     6,032	      9970	     0,000	 65535,000	  8998,154	  8998,154
       755	     6,040	     10066	     0,000	 65535,000	  9094,154	  9094,154
       756	     6,048	     10162	     0,000	 65535,000	  9190,154	  9190,154
       757	     6,056	     10130	     0,000	 65535,000	  9158,154	  9158,154
       758	     6,064	     10258	     0,000	 65535,000	  9286,154	  9286,154
       759	     6,072	     10274	     0,000	 65535,000	  9302,154	  9302,154
       760	     6,080	     10226	     0,000	 65535,000	  9254,154	  9254,154
       761	     6,088	     10162	     0,000	 65535,000	  9190,154	  9190,154
       762	     6,096	     10386	     0,000	 65535,000	  9414,154	  9414,154
       763	     6,104	     10594	     0,000	 65535,000	  9622,154	  9622,154
       764	     6,112	     10578	     0,000	 65535,000	  9606,154	  9606,154
       765	     6,120	     10770	     0,000	 65535,000	  9798,154	  9798,154
       766	     6,128	     10882	     0,000	 65535,000	  9910,154	  9910,154
       767	     6,136	     10738	     0,000	 65535,000	  9766,154	  9766,154
       768	     6,144	     10914	     0,000	 65535,000	  9942,154	  9942,154
       769	     6,152	     10802	     0,000	 65535,000	  9830,154	  9830,154
       770	     6,160	     11042	     0,000	 65535,000	 10070,154	 10070,154
       771	     6,168	     11154	     0,000	 65535,000	 10182,154	 10182,154
       772	     6,176	     11106	     0,000	 65535,000	 10134,154	 10134,154
       773	     6,184	     11122	     0,000	 65535,000	 10150,154	 10150,154
       774	     6,192	     11394	     0,000	 65535,000	 10422,154	 10422,154
       775	     6,200	     11314	     0,000	 65535,000	 10342,154	 10342,154
       776	     6,208	     11474	     0,000	 65535,000	 10502,154	 10502,154
       777	     6,216	     11618	     0,000	 65535,000	 10646,154	 10646,154
       778	     6,224	     11650	     0,000	 65535,000	 10678,154	 10678,154
       779	     6,232	     11618	     0,000	 65535,000	 10646,154	 10646,154
       780	     6,240	     11618	     0,000	 65535,000	 10646,154	 10646,154
       781	     6,248	     11778	     0,000	 65535,000	 10806,154	 10806,154
       782	     6,256	     12018	     0,000	 65535,000	 11046,154	 11046,154
       783	     6,264	     12114	     0,000	 65535,000	 11142,154	 11142,154
       784	     6,272	     12162	     0,000	 65535,000	 11190,154	 11190,154
       785	     6,280	     12242	     0,000	 65535,000	 11270,154	 11270,154
       786	     6,288	     12338	     0,000	 65535,000	 11366,154	 11366,154
       787	     6,296	     12450	     0,000	 65535,000	 11478,154	 11478,154
       788	     6,304	     12610	     0,000	 65535,000	 11638,154	 11638,154
       789	     6,312	     12834	     0,000	 65535,000	 11862,154	 11862,154
       790	     6,320	     12786	     0,000	 65535,000	 11814,154	 11814,154
       791	     6,328	     12754	     0,000	 65535,000	 11782,154	 11782,154
       792	     6,336	     13010	     0,000	 65535,000	 12038,154	 12038,154
       793	     6,344	     12978	     0,000	 65535,000	 12006,154	 12006,154
       794	     6,352	     13138	     0,000	 65535,000	 12166,154	 12166,154
       795	     6,360	     13234	     0,000	 65535,000	 12262,154	 12262,154
       796	     6,368	     13378	     0,000	 65535,000	 12406,154	 12406,154
       797	     6,376	     13330	     0,000	 65535,000	 12358,154	 12358,154
       798	     6,384	     13394	     0,000	 65535,000	 12422,154	 12422,154
       799	     6,392	     13522	     0,000	 65535,000	 12550,154	 12550,154
       800	     6,400	     13378	     0,000	 65535,000	 12406,154	 12406,154
       801	     6,408	     13570	     0,000	 65535,000	 12598,154	 12598,154
       802	     6,416	     13522	     0,000	 65535,000	 12550,154	 12550,154
       803	     6,424	     13746	     0,000	 65535,000	 12774,154	 12774,154
       804	     6,432	     14002	     0,000	 65535,000	 13030,154	 13030,154
       805	     6,440	     13842	     0,000	 65535,000	 12870,154	 12870,154
       806	     6,448	     14066	     0,000	 65535,000	 13094,154	 13094,154
       807	     6,456	     14178	     0,000	 65535,000	 13206,154	 13206,154
       808	     6,464	     14178	     0,000	 65535,000	 13206,154	 13206,154
       809	     6,472	     14194	     0,000	 65535,000	 13222,154	 13222,154
       810	     6,480	     14418	     0,000	 65535,000	 13446,154	 13446,154
       811	     6,488	     14706	     0,000	 65535,000	 13734,154	 13734,154
       812	     6,496	     14786	     0,000	 65535,000	 13814,154	 13814,154
       813	     6,504	     14802	     0,000	 65535,000	 13830,154	 13830,154
       814	     6,512	     14834	     0,000	 65535,000	 13862,154	 13862,154
       815	     6,520	     14962	     0,000	 65535,000	 13990,154	 13990,154
       816	     6,528	     15234	     0,000	 65535,000	 14262,154	 14262,154
       817	     6,536	     15346	     0,000	 65535,000	 14374,154	 14374,154
       818	     6,544	     15538	     0,000	 65535,000	 14566,154	 14566,154
       819	     6,552	     15458	     0,000	 65535,000	 14486,154	 14486,154
       820	     6,560	     15506	     0,000	 65535,000	 14534,154	 14534,154
       821	     6,568	     15618	     0,000	 65535,000	 14646,154	 14646,154
       822	     6,576	     15666	     0,000	 65535,000	 14694,154	 14694,154
       823	     6,584	     15682	     0,000	 65535,000	 14710,154	 14710,154
       824	     6,592	     15970	     0,000	 65535,000	 14998,154	 14998,154
       825	     6,600	     16114	     0,000	 65535,000	 15142,154	 15142,154
       826	     6,608	     16194	     0,000	 65535,000	 15222,154	 15222,154
       827	     6,616	     16338	     0,000	 65535,000	 15366,154	 15366,154
       828	     6,624	     16434	     0,000	 65535,000	 15462,154	 15462,154
       829	     6,632	     16562	     0,000	 65535,000	 15590,154	 15590,154
       830	     6,640	     16546	     0,000	 65535,000	 15574,154	 15574,154
       831	     6,648	     16674	     0,000	 65535,000	 15702,154	 15702,154
       832	     6,656	     16754	     0,000	 65535,000	 15782,154	 15782,154
       833	     6,664	     16722	     0,000	 65535,000	 15750,154	 15750,154
       834	     6,672	     16850	     0,000	 65535,000	 15878,154	 15878,154
       835	     6,680	     16882	     0,000	 65535,000	 15910,154	 15910,154
       836	     6,688	     17122	     0,000	 65535,000	 16150,154	 16150,154
       837	     6,696	     17186	     0,000	 65535,000	 16214,154	 16214,154
       838	     6,704	     17202	     0,000	 65535,000	 16230,154	 16230,154
       839	     6,712	     17346	     0,000	 65535,000	 16374,154	 16374,154
       840	     6,720	     17602	     0,000	 65535,000	 16630,154	 16630,154
       841	     6,728	     17602	     0,000	 65535,000	 16630,154	 16630,154
       842	     6,736	     17570	     0,000	 65535,000	 16598,154	 16598,154
       843	     6,744	     17714	     0,000	 65535,000	 16742,154	 16742,154
       844	     6,752	     17842	     0,000	 65535,000	 16870,154	 16870,154
       845	     6,760	     17842	     0,000	 65535,000	 16870,154	 16870,154
       846	     6,768	     18066	     0,000	 65535,000	 17094,154	 17094,154
       847	     6,776	     18098	     0,000	 65535,000	 17126,154	 17126,154
       848	     6,784	     18258	     0,000	 65535,000	 17286,154	 17286,154
       849	     6,792	     18594	     0,000	 65535,000	 17622,154	 17622,154
       850	     6,800	     18530	     0,000	 65535,000	 17558,154	 17558,154
       851	     6,808	     18514	     0,000	 65535,000	 17542,154	 17542,154
       852	     6,816	     18658	     0,000	 65535,000	 17686,154	 17686,154
       853	     6,824	     18690	     0,000	 65535,000	 17718,154	 17718,154
       854	     6,832	     18898	     0,000	 65535,000	 17926,154	 17926,154
       855	     6,840	     19026	     0,000	 65535,000	 18054,154	 18054,154
       856	     6,848	     19090	     0,000	 65535,000	 18118,154	 18118,154
       857	     6,856	     19346	     0,000	 65535,000	 18374,154	 18374,154
       858	     6,864	     19442	     0,000	 65535,000	 18470,154	 18470,154
       859	     6,872	     19458	     0,000	 65535,000	 18486,154	 18486,154
       860	     6,880	     19522	     0,000	 65535,000	 18550,154	 18550,154
       861	     6,888	     19730	     0,000	 65535,000	 18758,154	 18758,154
       862	     6,896	     19730	     0,000	 65535,000	 18758,154	 18758,154
       863	     6,904	     19810	     0,000	 65535,000	 18838,154	 18838,154
       864	     6,912	     20002	     0,000	 65535,000	 19030,154	 19030,154
       865	     6,920	     20210	     0,000	 65535,000	 19238,154	 19238,154
       866	     6,928	     20386	     0,000	 65535,000	 19414,154	 19414,154
       867	     6,936	     20530	     0,000	 65535,000	 19558,154	 19558,154
       868	     6,944	     20738	     0,000	 65535,000	 19766,154	 19766,154
       869	     6,952	     20770	     0,000	 65535,000	 19798,154	 19798,154
       870	     6,960	     20882	     0,000	 65535,000	 19910,154	 19910,154
       871	     6,968	     20930	     0,000	 65535,000	 19958,154	 19958,154
       872	     6,976	     21010	     0,000	 65535,000	 20038,154	 20038,154
       873	     6,984	     20962	     0,000	 65535,000	 19990,154	 19990,154
       874	     6,992	     21170	     0,000	 65535,000	 20198,154	 20198,154
       875	     7,000	     21234	     0,000	 65535,000	 20262,154	 20262,154
       876	     7,008	     21570	     0,000	 65535,000	 20598,154	 20598,154
       877	     7,016	     21650	     0,000	 65535,000	 20678,154	 20678,154
       878	     7,024	     21538	     0,000	 65535,000	 20566,154	 20566,154
       879	     7,032	     21714	     0,000	 65535,000	 20742,154	 20742,154
       880	     7,040	     21970	     0,000	 65535,000	 20998,154	 20998,154
       881	     7,048	     21986	     0,000	 65535,000	 21014,154	 21014,154
       882	     7,056	     22066	     0,000	 65535,000	 21094,154	 21094,154
       883	     7,064	     22098	     0,000	 65535,000	 21126,154	 21126,154
       884	     7,072	     21986	     0,000	 65535,000	 21014,154	 21014,154
       885	     7,080	     22242	     0,000	 65535,000	 21270,154	 21270,154
       886	     7,088	     22546	     0,000	 65535,000	 21574,154	 21574,154
       887	     7,096	     22674	     0,000	 65535,000	 21702,154	 21702,154
       888	     7,104	     22674	     0,000	 65535,000	 21702,154	 21702,154
       889	     7,112	     22898	     0,000	 65535,000	 21926,154	 21926,154
       890	     7,120	     22962	     0,000	 65535,000	 21990,154	 21990,154
       891	     7,128	     23058	     0,000	 65535,000	 22086,154	 22086,154
       892	     7,136	     23186	     0,000	 65535,000	 22214,154	 22214,154
       893	     7,144	     23282	     0,000	 65535,000	 22310,154	 22310,154
       894	     7,152	     23602	     0,000	 65535,000	 22630,154	 22630,154
       895	     7,160	     23522	     0,000	 65535,000	 22550,154	 22550,154
       896	     7,168	     23602	     0,000	 65535,000	 22630,154	 22630,154
       897	     7,176	     23794	     0,000	 65535,000	 22822,154	 22822,154
       898	     7,184	     23858	     0,000	 65535,000	 22886,154	 22886,154
       899	     7,192	     23714	     0,000	 65535,000	 22742,154	 22742,154
       900	     7,200	     23666	     0,000	 65535,000	 22694,154	 22694,154
       901	     7,208	     23762	     0,000	 65535,000	 22790,154	 22790,154
       902	     7,216	     24050	     0,000	 65535,000	 23078,154	 23078,154
       903	     7,224	     24178	     0,000	 65535,000	 23206,154	 23206,154
       904	     7,232	     24242	     0,000	 65535,000	 23270,154	 23270,154
       905	     7,240	     24274	     0,000	 65535,000	 23302,154	 23302,154
       906	     7,248	     24418	     0,000	 65535,000	 23446,154	 23446,154
       907	     7,256	     24626	     0,000	 65535,000	 23654,154	 23654,154
       908	     7,264	     24850	     0,000	 65535,000	 23878,154	 23878,154
       909	     7,272	     24914	     0,000	 65535,000	 23942,154	 23942,154
       910	     7,280	     25042	     0,000	 65535,000	 24070,154	 24070,154
       911	     7,288	     25154	     0,000	 65535,000	 24182,154	 24182,154
       912	     7,296	     25362	     0,000	 65535,000	 24390,154	 24390,154
       913	     7,304	     25538	     0,000	 65535,000	 24566,154	 24566,154
       914	     7,312	     25602	     0,000	 65535,000	 24630,154	 24630,154
       915	     7,320	     25506	     0,000	 65535,000	 24534,154	 24534,154
       916	     7,328	     25810	     0,000	 65535,000	 24838,154	 24838,154
       917	     7,336	     25906	     0,000	 65535,000	 24934,154	 24934,154
       918	     7,344	     25970	     0,000	 65535,000	 24998,154	 24998,154
       919	     7,352	     26258	     0,000	 65535,000	 25286,154	 25286,154
       920	     7,360	     26290	     0,000	 65535,000	 25318,154	 25318,154
       921	     7,368	     26130	     0,000	 65535,000	 25158,154	 25158,154
       922	     7,376	     26338	     0,000	 65535,000	 25366,154	 25366,154
       923	     7,384	     26530	     0,000	 65535,000	 25558,154	 25558,154
       924	     7,392	     26578	     0,000	 65535,000	 25606,154	 25606,154
       925	     7,400	     26658	     0,000	 65535,000	 25686,154	 25686,154
       926	     7,408	     26850	     0,000	 65535,000	 25878,154	 25878,154
       927	     7,416	     26930	     0,000	 65535,000	 25958,154	 25958,154
       928	     7,424	     27122	     0,000	 65535,000	 26150,154	 26150,154
       929	     7,432	     27154	     0,000	 65535,000	 26182,154	 26182,154
       930	     7,440	     27058	     0,000	 65535,000	 26086,154	 26086,154
       931	     7,448	     27154	     0,000	 65535,000	 26182,154	 26182,154
       932	     7,456	     27202	     0,000	 65535,000	 26230,154	 26230,154
       933	     7,464	     27442	     0,000	 65535,000	 26470,154	 26470,154
       934	     7,472	     27666	     0,000	 65535,000	 26694,154	 26694,154
       935	     7,480	     27730	     0,000	 65535,000	 26758,154	 26758,154
       936	     7,488	     27666	     0,000	 65535,000	 26694,154	 26694,154
       937	     7,496	     27938	     0,000	 65535,000	 26966,154	 26966,154
       938	     7,504	     28178	     0,000	 65535,000	 27206,154	 27206,154
       939	     7,512	     27906	     0,000	 65535,000	 26934,154	 26934,154
       940	     7,520	     28050	     0,000	 65535,000	 27078,154	 27078,154
       941	     7,528	     28018	     0,000	 65535,000	 27046,154	 27046,154
       942	     7,536	     28082	     0,000	 65535,000	 27110,154	 27110,154
       943	     7,544	     27826	     0,000	 65535,000	 26854,154	 26854,154
       944	     7,552	     27874	     0,000	 65535,000	 26902,154	 26902,154
       945	     7,560	     27794	     0,000	 65535,000	 26822,154	 26822,154
       946	     7,568	     28082	     0,000	 65535,000	 27110,154	 27110,154
       947	     7,576	     28210	     0,000	 65535,000	 27238,154	 27238,154
       948	     7,584	     28178	     0,000	 65535,000	 27206,154	 27206,154
       949	     7,592	     28306	     0,000	 65535,000	 27334,154	 27334,154
       950	     7,600	     28642	     0,000	 65535,000	 27670,154	 27670,154
       951	     7,608	     28626	     0,000	 65535,000	 27654,154	 27654,154
       952	     7,616	     28850	     0,000	 65535,000	 27878,154	 27878,154
       953	     7,624	     29058	     0,000	 65535,000	 28086,154	 28086,154
       954	     7,632	     29282	     0,000	 65535,000	 28310,154	 28310,154
       955	     7,640	     29426	     0,000	 65535,000	 28454,154	 28454,154
       956	     7,648	     29474	     0,000	 65535,000	 28502,154	 28502,154
       957	     7,656	     29698	     0,000	 65535,000	 28726,154	 28726,154
       958	     7,664	     29794	     0,000	 65535,000	 28822,154	 28822,154
       959	     7,672	     29826	     0,000	 65535,000	 28854,154	 28854,154
       960	     7,680	     29746	     0,000	 65535,000	 28774,154	 28774,154
       961	     7,688	     29810	     0,000	 65535,000	 28838,154	 28838,154
       962	     7,696	     29810	     0,000	 65535,000	 28838,154	 28838,154
