"pixel no"	"mm" 	"pixel val" 	"dark frame"	"flat field"	"corrected"	"smoothed"
        20	     0,160	       946	     0,000	 65535,000	   -25,846	   -25,846
        21	     0,168	       978	     0,000	 65535,000	     6,154	     6,154
        22	     0,176	       994	     0,000	 65535,000	    22,154	    22,154
        23	     0,184	       962	     0,000	 65535,000	    -9,846	    -9,846
        24	     0,192	       994	     0,000	 65535,000	    22,154	    22,154
        25	     0,200	      1010	     0,000	 65535,000	    38,154	    38,154
        26	     0,208	       978	     0,000	 65535,000	     6,154	     6,154
        27	     0,216	       978	     0,000	 65535,000	     6,154	     6,154
        28	     0,224	       946	     0,000	 65535,000	   -25,846	   -25,846
        29	     0,232	       962	     0,000	 65535,000	    -9,846	    -9,846
        30	     0,240	       946	     0,000	 65535,000	   -25,846	   -25,846
        31	     0,248	       978	     0,000	 65535,000	     6,154	     6,154
        32	     0,256	       978	     0,000	 65535,000	     6,154	     6,154
        33	     0,264	       994	     0,000	 65535,000	    22,154	    22,154
        34	     0,272	       994	     0,000	 65535,000	    22,154	    22,154
        35	     0,280	      1010	     0,000	 65535,000	    38,154	    38,154
        36	     0,288	       994	     0,000	 65535,000	    22,154	    22,154
        37	     0,296	       962	     0,000	 65535,000	    -9,846	    -9,846
        38	     0,304	       946	     0,000	 65535,000	   -25,846	   -25,846
        39	     0,312	       962	     0,000	 65535,000	    -9,846	    -9,846
        40	     0,320	       962	     0,000	 65535,000	    -9,846	    -9,846
        41	     0,328	       962	     0,000	 65535,000	    -9,846	    -9,846
        42	     0,336	       930	     0,000	 65535,000	   -41,846	   -41,846
        43	     0,344	       962	     0,000	 65535,000	    -9,846	    -9,846
        44	     0,352	       946	     0,000	 65535,000	   -25,846	   -25,846
        45	     0,360	       994	     0,000	 65535,000	    22,154	    22,154
        46	     0,368	       962	     0,000	 65535,000	    -9,846	    -9,846
        47	     0,376	       994	     0,000	 65535,000	    22,154	    22,154
        48	     0,384	       978	     0,000	 65535,000	     6,154	     6,154
        49	     0,392	      1010	     0,000	 65535,000	    38,154	    38,154
        50	     0,400	      1042	     0,000	 65535,000	    70,154	    70,154
        51	     0,408	       994	     0,000	 65535,000	    22,154	    22,154
        52	     0,416	      1010	     0,000	 65535,000	    38,154	    38,154
        53	     0,424	       962	     0,000	 65535,000	    -9,846	    -9,846
        54	     0,432	       930	     0,000	 65535,000	   -41,846	   -41,846
        55	     0,440	       930	     0,000	 65535,000	   -41,846	   -41,846
        56	     0,448	       962	     0,000	 65535,000	    -9,846	    -9,846
        57	     0,456	       978	     0,000	 65535,000	     6,154	     6,154
        58	     0,464	       994	     0,000	 65535,000	    22,154	    22,154
        59	     0,472	       946	     0,000	 65535,000	   -25,846	   -25,846
        60	     0,480	       962	     0,000	 65535,000	    -9,846	    -9,846
        61	     0,488	       946	     0,000	 65535,000	   -25,846	   -25,846
        62	     0,496	       946	     0,000	 65535,000	   -25,846	   -25,846
        63	     0,504	       946	     0,000	 65535,000	   -25,846	   -25,846
        64	     0,512	       914	     0,000	 65535,000	   -57,846	   -57,846
        65	     0,520	       978	     0,000	 65535,000	     6,154	     6,154
        66	     0,528	      1026	     0,000	 65535,000	    54,154	    54,154
        67	     0,536	       978	     0,000	 65535,000	     6,154	     6,154
        68	     0,544	      1010	     0,000	 65535,000	    38,154	    38,154
        69	     0,552	       994	     0,000	 65535,000	    22,154	    22,154
        70	     0,560	       978	     0,000	 65535,000	     6,154	     6,154
        71	     0,568	       978	     0,000	 65535,000	     6,154	     6,154
        72	     0,576	       978	     0,000	 65535,000	     6,154	     6,154
        73	     0,584	       946	     0,000	 65535,000	   -25,846	   -25,846
        74	     0,592	       930	     0,000	 65535,000	   -41,846	   -41,846
        75	     0,600	       946	     0,000	 65535,000	   -25,846	   -25,846
        76	     0,608	      1026	     0,000	 65535,000	    54,154	    54,154
        77	     0,616	       994	     0,000	 65535,000	    22,154	    22,154
        78	     0,624	      1026	     0,000	 65535,000	    54,154	    54,154
        79	     0,632	      1010	     0,000	 65535,000	    38,154	    38,154
        80	     0,640	      1010	     0,000	 65535,000	    38,154	    38,154
        81	     0,648	       994	     0,000	 65535,000	    22,154	    22,154
        82	     0,656	       962	     0,000	 65535,000	    -9,846	    -9,846
        83	     0,664	       930	     0,000	 65535,000	   -41,846	   -41,846
        84	     0,672	       914	     0,000	 65535,000	   -57,846	   -57,846
        85	     0,680	       978	     0,000	 65535,000	     6,154	     6,154
        86	     0,688	       962	     0,000	 65535,000	    -9,846	    -9,846
        87	     0,696	       962	     0,000	 65535,000	    -9,846	    -9,846
        88	     0,704	       994	     0,000	 65535,000	    22,154	    22,154
        89	     0,712	       978	     0,000	 65535,000	     6,154	     6,154
        90	     0,720	      1026	     0,000	 65535,000	    54,154	    54,154
        91	     0,728	      1010	     0,000	 65535,000	    38,154	    38,154
        92	     0,736	      1026	     0,000	 65535,000	    54,154	    54,154
        93	     0,744	       930	     0,000	 65535,000	   -41,846	   -41,846
        94	     0,752	       978	     0,000	 65535,000	     6,154	     6,154
        95	     0,760	      1010	     0,000	 65535,000	    38,154	    38,154
        96	     0,768	       994	     0,000	 65535,000	    22,154	    22,154
        97	     0,776	       978	     0,000	 65535,000	     6,154	     6,154
        98	     0,784	       978	     0,000	 65535,000	     6,154	     6,154
        99	     0,792	       978	     0,000	 65535,000	     6,154	     6,154
       100	     0,800	       978	     0,000	 65535,000	     6,154	     6,154
       101	     0,808	      1010	     0,000	 65535,000	    38,154	    38,154
       102	     0,816	       978	     0,000	 65535,000	     6,154	     6,154
       103	     0,824	      1026	     0,000	 65535,000	    54,154	    54,154
       104	     0,832	       994	     0,000	 65535,000	    22,154	    22,154
       105	     0,840	       978	     0,000	 65535,000	     6,154	     6,154
       106	     0,848	      1010	     0,000	 65535,000	    38,154	    38,154
       107	     0,856	       978	     0,000	 65535,000	     6,154	     6,154
       108	     0,864	       962	     0,000	 65535,000	    -9,846	    -9,846
       109	     0,872	       930	     0,000	 65535,000	   -41,846	   -41,846
       110	     0,880	       946	     0,000	 65535,000	   -25,846	   -25,846
       111	     0,888	       994	     0,000	 65535,000	    22,154	    22,154
       112	     0,896	       978	     0,000	 65535,000	     6,154	     6,154
       113	     0,904	       978	     0,000	 65535,000	     6,154	     6,154
       114	     0,912	       994	     0,000	 65535,000	    22,154	    22,154
       115	     0,920	      1042	     0,000	 65535,000	    70,154	    70,154
       116	     0,928	       994	     0,000	 65535,000	    22,154	    22,154
       117	     0,936	       946	     0,000	 65535,000	   -25,846	   -25,846
       118	     0,944	       978	     0,000	 65535,000	     6,154	     6,154
       119	     0,952	       978	     0,000	 65535,000	     6,154	     6,154
       120	     0,960	       994	     0,000	 65535,000	    22,154	    22,154
       121	     0,968	       898	     0,000	 65535,000	   -73,846	   -73,846
       122	     0,976	       978	     0,000	 65535,000	     6,154	     6,154
       123	     0,984	       946	     0,000	 65535,000	   -25,846	   -25,846
       124	     0,992	       978	     0,000	 65535,000	     6,154	     6,154
       125	     1,000	       994	     0,000	 65535,000	    22,154	    22,154
       126	     1,008	       962	     0,000	 65535,000	    -9,846	    -9,846
       127	     1,016	       978	     0,000	 65535,000	     6,154	     6,154
       128	     1,024	      1026	     0,000	 65535,000	    54,154	    54,154
       129	     1,032	       978	     0,000	 65535,000	     6,154	     6,154
       130	     1,040	       994	     0,000	 65535,000	    22,154	    22,154
       131	     1,048	       962	     0,000	 65535,000	    -9,846	    -9,846
       132	     1,056	       962	     0,000	 65535,000	    -9,846	    -9,846
       133	     1,064	       930	     0,000	 65535,000	   -41,846	   -41,846
       134	     1,072	       978	     0,000	 65535,000	     6,154	     6,154
       135	     1,080	       978	     0,000	 65535,000	     6,154	     6,154
       136	     1,088	       994	     0,000	 65535,000	    22,154	    22,154
       137	     1,096	       978	     0,000	 65535,000	     6,154	     6,154
       138	     1,104	      1026	     0,000	 65535,000	    54,154	    54,154
       139	     1,112	       962	     0,000	 65535,000	    -9,846	    -9,846
       140	     1,120	       994	     0,000	 65535,000	    22,154	    22,154
       141	     1,128	       978	     0,000	 65535,000	     6,154	     6,154
       142	     1,136	       978	     0,000	 65535,000	     6,154	     6,154
       143	     1,144	       994	     0,000	 65535,000	    22,154	    22,154
       144	     1,152	       946	     0,000	 65535,000	   -25,846	   -25,846
       145	     1,160	      1026	     0,000	 65535,000	    54,154	    54,154
       146	     1,168	       978	     0,000	 65535,000	     6,154	     6,154
       147	     1,176	      1026	     0,000	 65535,000	    54,154	    54,154
       148	     1,184	       946	     0,000	 65535,000	   -25,846	   -25,846
       149	     1,192	       962	     0,000	 65535,000	    -9,846	    -9,846
       150	     1,200	       946	     0,000	 65535,000	   -25,846	   -25,846
       151	     1,208	       994	     0,000	 65535,000	    22,154	    22,154
       152	     1,216	       978	     0,000	 65535,000	     6,154	     6,154
       153	     1,224	       962	     0,000	 65535,000	    -9,846	    -9,846
       154	     1,232	       946	     0,000	 65535,000	   -25,846	   -25,846
       155	     1,240	       962	     0,000	 65535,000	    -9,846	    -9,846
       156	     1,248	       946	     0,000	 65535,000	   -25,846	   -25,846
       157	     1,256	       978	     0,000	 65535,000	     6,154	     6,154
       158	     1,264	       994	     0,000	 65535,000	    22,154	    22,154
       159	     1,272	       978	     0,000	 65535,000	     6,154	     6,154
       160	     1,280	      1026	     0,000	 65535,000	    54,154	    54,154
       161	     1,288	       994	     0,000	 65535,000	    22,154	    22,154
       162	     1,296	       978	     0,000	 65535,000	     6,154	     6,154
       163	     1,304	       978	     0,000	 65535,000	     6,154	     6,154
       164	     1,312	      1010	     0,000	 65535,000	    38,154	    38,154
       165	     1,320	       978	     0,000	 65535,000	     6,154	     6,154
       166	     1,328	       946	     0,000	 65535,000	   -25,846	   -25,846
       167	     1,336	       994	     0,000	 65535,000	    22,154	    22,154
       168	     1,344	       978	     0,000	 65535,000	     6,154	     6,154
       169	     1,352	       978	     0,000	 65535,000	     6,154	     6,154
       170	     1,360	       962	     0,000	 65535,000	    -9,846	    -9,846
       171	     1,368	       994	     0,000	 65535,000	    22,154	    22,154
       172	     1,376	       962	     0,000	 65535,000	    -9,846	    -9,846
       173	     1,384	       930	     0,000	 65535,000	   -41,846	   -41,846
       174	     1,392	       962	     0,000	 65535,000	    -9,846	    -9,846
       175	     1,400	       930	     0,000	 65535,000	   -41,846	   -41,846
       176	     1,408	       946	     0,000	 65535,000	   -25,846	   -25,846
       177	     1,416	       978	     0,000	 65535,000	     6,154	     6,154
       178	     1,424	      1010	     0,000	 65535,000	    38,154	    38,154
       179	     1,432	      1058	     0,000	 65535,000	    86,154	    86,154
       180	     1,440	       994	     0,000	 65535,000	    22,154	    22,154
       181	     1,448	       962	     0,000	 65535,000	    -9,846	    -9,846
       182	     1,456	       930	     0,000	 65535,000	   -41,846	   -41,846
       183	     1,464	       946	     0,000	 65535,000	   -25,846	   -25,846
       184	     1,472	       994	     0,000	 65535,000	    22,154	    22,154
       185	     1,480	       930	     0,000	 65535,000	   -41,846	   -41,846
       186	     1,488	       962	     0,000	 65535,000	    -9,846	    -9,846
       187	     1,496	       978	     0,000	 65535,000	     6,154	     6,154
       188	     1,504	       978	     0,000	 65535,000	     6,154	     6,154
       189	     1,512	       978	     0,000	 65535,000	     6,154	     6,154
       190	     1,520	       946	     0,000	 65535,000	   -25,846	   -25,846
       191	     1,528	       962	     0,000	 65535,000	    -9,846	    -9,846
       192	     1,536	       994	     0,000	 65535,000	    22,154	    22,154
       193	     1,544	       978	     0,000	 65535,000	     6,154	     6,154
       194	     1,552	       978	     0,000	 65535,000	     6,154	     6,154
       195	     1,560	      1026	     0,000	 65535,000	    54,154	    54,154
       196	     1,568	       978	     0,000	 65535,000	     6,154	     6,154
       197	     1,576	       978	     0,000	 65535,000	     6,154	     6,154
       198	     1,584	       930	     0,000	 65535,000	   -41,846	   -41,846
       199	     1,592	       962	     0,000	 65535,000	    -9,846	    -9,846
       200	     1,600	       962	     0,000	 65535,000	    -9,846	    -9,846
       201	     1,608	       946	     0,000	 65535,000	   -25,846	   -25,846
       202	     1,616	       978	     0,000	 65535,000	     6,154	     6,154
       203	     1,624	       978	     0,000	 65535,000	     6,154	     6,154
       204	     1,632	       978	     0,000	 65535,000	     6,154	     6,154
       205	     1,640	      1026	     0,000	 65535,000	    54,154	    54,154
       206	     1,648	       962	     0,000	 65535,000	    -9,846	    -9,846
       207	     1,656	       978	     0,000	 65535,000	     6,154	     6,154
       208	     1,664	       994	     0,000	 65535,000	    22,154	    22,154
       209	     1,672	       946	     0,000	 65535,000	   -25,846	   -25,846
       210	     1,680	       978	     0,000	 65535,000	     6,154	     6,154
       211	     1,688	       962	     0,000	 65535,000	    -9,846	    -9,846
       212	     1,696	       946	     0,000	 65535,000	   -25,846	   -25,846
       213	     1,704	       930	     0,000	 65535,000	   -41,846	   -41,846
       214	     1,712	       914	     0,000	 65535,000	   -57,846	   -57,846
       215	     1,720	       994	     0,000	 65535,000	    22,154	    22,154
       216	     1,728	       994	     0,000	 65535,000	    22,154	    22,154
       217	     1,736	       930	     0,000	 65535,000	   -41,846	   -41,846
       218	     1,744	       914	     0,000	 65535,000	   -57,846	   -57,846
       219	     1,752	       962	     0,000	 65535,000	    -9,846	    -9,846
       220	     1,760	       994	     0,000	 65535,000	    22,154	    22,154
       221	     1,768	       930	     0,000	 65535,000	   -41,846	   -41,846
       222	     1,776	       962	     0,000	 65535,000	    -9,846	    -9,846
       223	     1,784	       930	     0,000	 65535,000	   -41,846	   -41,846
       224	     1,792	       978	     0,000	 65535,000	     6,154	     6,154
       225	     1,800	       978	     0,000	 65535,000	     6,154	     6,154
       226	     1,808	       946	     0,000	 65535,000	   -25,846	   -25,846
       227	     1,816	       978	     0,000	 65535,000	     6,154	     6,154
       228	     1,824	       994	     0,000	 65535,000	    22,154	    22,154
       229	     1,832	       962	     0,000	 65535,000	    -9,846	    -9,846
       230	     1,840	       946	     0,000	 65535,000	   -25,846	   -25,846
       231	     1,848	       994	     0,000	 65535,000	    22,154	    22,154
       232	     1,856	       946	     0,000	 65535,000	   -25,846	   -25,846
       233	     1,864	       978	     0,000	 65535,000	     6,154	     6,154
       234	     1,872	       946	     0,000	 65535,000	   -25,846	   -25,846
       235	     1,880	       994	     0,000	 65535,000	    22,154	    22,154
       236	     1,888	       930	     0,000	 65535,000	   -41,846	   -41,846
       237	     1,896	       978	     0,000	 65535,000	     6,154	     6,154
       238	     1,904	      1010	     0,000	 65535,000	    38,154	    38,154
       239	     1,912	      1026	     0,000	 65535,000	    54,154	    54,154
       240	     1,920	       978	     0,000	 65535,000	     6,154	     6,154
       241	     1,928	       994	     0,000	 65535,000	    22,154	    22,154
       242	     1,936	       962	     0,000	 65535,000	    -9,846	    -9,846
       243	     1,944	       930	     0,000	 65535,000	   -41,846	   -41,846
       244	     1,952	       978	     0,000	 65535,000	     6,154	     6,154
       245	     1,960	      1010	     0,000	 65535,000	    38,154	    38,154
       246	     1,968	       962	     0,000	 65535,000	    -9,846	    -9,846
       247	     1,976	       946	     0,000	 65535,000	   -25,846	   -25,846
       248	     1,984	       946	     0,000	 65535,000	   -25,846	   -25,846
       249	     1,992	       946	     0,000	 65535,000	   -25,846	   -25,846
       250	     2,000	       978	     0,000	 65535,000	     6,154	     6,154
       251	     2,008	       978	     0,000	 65535,000	     6,154	     6,154
       252	     2,016	      1026	     0,000	 65535,000	    54,154	    54,154
       253	     2,024	       978	     0,000	 65535,000	     6,154	     6,154
       254	     2,032	       994	     0,000	 65535,000	    22,154	    22,154
       255	     2,040	      1026	     0,000	 65535,000	    54,154	    54,154
       256	     2,048	       978	     0,000	 65535,000	     6,154	     6,154
       257	     2,056	      1026	     0,000	 65535,000	    54,154	    54,154
       258	     2,064	       946	     0,000	 65535,000	   -25,846	   -25,846
       259	     2,072	       994	     0,000	 65535,000	    22,154	    22,154
       260	     2,080	       962	     0,000	 65535,000	    -9,846	    -9,846
       261	     2,088	       946	     0,000	 65535,000	   -25,846	   -25,846
       262	     2,096	       962	     0,000	 65535,000	    -9,846	    -9,846
       263	     2,104	       930	     0,000	 65535,000	   -41,846	   -41,846
       264	     2,112	       962	     0,000	 65535,000	    -9,846	    -9,846
       265	     2,120	       978	     0,000	 65535,000	     6,154	     6,154
       266	     2,128	      1010	     0,000	 65535,000	    38,154	    38,154
       267	     2,136	       962	     0,000	 65535,000	    -9,846	    -9,846
       268	     2,144	       962	     0,000	 65535,000	    -9,846	    -9,846
       269	     2,152	       898	     0,000	 65535,000	   -73,846	   -73,846
       270	     2,160	       962	     0,000	 65535,000	    -9,846	    -9,846
       271	     2,168	       946	     0,000	 65535,000	   -25,846	   -25,846
       272	     2,176	       962	     0,000	 65535,000	    -9,846	    -9,846
       273	     2,184	       914	     0,000	 65535,000	   -57,846	   -57,846
       274	     2,192	       978	     0,000	 65535,000	     6,154	     6,154
       275	     2,200	      1010	     0,000	 65535,000	    38,154	    38,154
       276	     2,208	       994	     0,000	 65535,000	    22,154	    22,154
       277	     2,216	       962	     0,000	 65535,000	    -9,846	    -9,846
       278	     2,224	       978	     0,000	 65535,000	     6,154	     6,154
       279	     2,232	       994	     0,000	 65535,000	    22,154	    22,154
       280	     2,240	       994	     0,000	 65535,000	    22,154	    22,154
       281	     2,248	       978	     0,000	 65535,000	     6,154	     6,154
       282	     2,256	       962	     0,000	 65535,000	    -9,846	    -9,846
       283	     2,264	       930	     0,000	 65535,000	   -41,846	   -41,846
       284	     2,272	       930	     0,000	 65535,000	   -41,846	   -41,846
       285	     2,280	       962	     0,000	 65535,000	    -9,846	    -9,846
       286	     2,288	       962	     0,000	 65535,000	    -9,846	    -9,846
       287	     2,296	       962	     0,000	 65535,000	    -9,846	    -9,846
       288	     2,304	      1010	     0,000	 65535,000	    38,154	    38,154
       289	     2,312	      1026	     0,000	 65535,000	    54,154	    54,154
       290	     2,320	       978	     0,000	 65535,000	     6,154	     6,154
       291	     2,328	      1010	     0,000	 65535,000	    38,154	    38,154
       292	     2,336	       978	     0,000	 65535,000	     6,154	     6,154
       293	     2,344	      1042	     0,000	 65535,000	    70,154	    70,154
       294	     2,352	       930	     0,000	 65535,000	   -41,846	   -41,846
       295	     2,360	       962	     0,000	 65535,000	    -9,846	    -9,846
       296	     2,368	      1010	     0,000	 65535,000	    38,154	    38,154
       297	     2,376	       994	     0,000	 65535,000	    22,154	    22,154
       298	     2,384	       930	     0,000	 65535,000	   -41,846	   -41,846
       299	     2,392	       994	     0,000	 65535,000	    22,154	    22,154
       300	     2,400	       946	     0,000	 65535,000	   -25,846	   -25,846
       301	     2,408	       994	     0,000	 65535,000	    22,154	    22,154
       302	     2,416	       978	     0,000	 65535,000	     6,154	     6,154
       303	     2,424	       978	     0,000	 65535,000	     6,154	     6,154
       304	     2,432	       994	     0,000	 65535,000	    22,154	    22,154
       305	     2,440	       946	     0,000	 65535,000	   -25,846	   -25,846
       306	     2,448	       978	     0,000	 65535,000	     6,154	     6,154
       307	     2,456	       994	     0,000	 65535,000	    22,154	    22,154
       308	     2,464	       978	     0,000	 65535,000	     6,154	     6,154
       309	     2,472	       994	     0,000	 65535,000	    22,154	    22,154
       310	     2,480	      1026	     0,000	 65535,000	    54,154	    54,154
       311	     2,488	       978	     0,000	 65535,000	     6,154	     6,154
       312	     2,496	      1010	     0,000	 65535,000	    38,154	    38,154
       313	     2,504	       978	     0,000	 65535,000	     6,154	     6,154
       314	     2,512	       962	     0,000	 65535,000	    -9,846	    -9,846
       315	     2,520	       930	     0,000	 65535,000	   -41,846	   -41,846
       316	     2,528	       978	     0,000	 65535,000	     6,154	     6,154
       317	     2,536	       978	     0,000	 65535,000	     6,154	     6,154
       318	     2,544	       978	     0,000	 65535,000	     6,154	     6,154
       319	     2,552	      1026	     0,000	 65535,000	    54,154	    54,154
       320	     2,560	      1010	     0,000	 65535,000	    38,154	    38,154
       321	     2,568	      1026	     0,000	 65535,000	    54,154	    54,154
       322	     2,576	       962	     0,000	 65535,000	    -9,846	    -9,846
       323	     2,584	       962	     0,000	 65535,000	    -9,846	    -9,846
       324	     2,592	       962	     0,000	 65535,000	    -9,846	    -9,846
       325	     2,600	       946	     0,000	 65535,000	   -25,846	   -25,846
       326	     2,608	       978	     0,000	 65535,000	     6,154	     6,154
       327	     2,616	       978	     0,000	 65535,000	     6,154	     6,154
       328	     2,624	       978	     0,000	 65535,000	     6,154	     6,154
       329	     2,632	       994	     0,000	 65535,000	    22,154	    22,154
       330	     2,640	       946	     0,000	 65535,000	   -25,846	   -25,846
       331	     2,648	       994	     0,000	 65535,000	    22,154	    22,154
       332	     2,656	       946	     0,000	 65535,000	   -25,846	   -25,846
       333	     2,664	       994	     0,000	 65535,000	    22,154	    22,154
       334	     2,672	       946	     0,000	 65535,000	   -25,846	   -25,846
       335	     2,680	       978	     0,000	 65535,000	     6,154	     6,154
       336	     2,688	       962	     0,000	 65535,000	    -9,846	    -9,846
       337	     2,696	       946	     0,000	 65535,000	   -25,846	   -25,846
       338	     2,704	       978	     0,000	 65535,000	     6,154	     6,154
       339	     2,712	       946	     0,000	 65535,000	   -25,846	   -25,846
       340	     2,720	      1026	     0,000	 65535,000	    54,154	    54,154
       341	     2,728	       978	     0,000	 65535,000	     6,154	     6,154
       342	     2,736	       994	     0,000	 65535,000	    22,154	    22,154
       343	     2,744	       978	     0,000	 65535,000	     6,154	     6,154
       344	     2,752	      1026	     0,000	 65535,000	    54,154	    54,154
       345	     2,760	       962	     0,000	 65535,000	    -9,846	    -9,846
       346	     2,768	       962	     0,000	 65535,000	    -9,846	    -9,846
       347	     2,776	       978	     0,000	 65535,000	     6,154	     6,154
       348	     2,784	       962	     0,000	 65535,000	    -9,846	    -9,846
       349	     2,792	       962	     0,000	 65535,000	    -9,846	    -9,846
       350	     2,800	       962	     0,000	 65535,000	    -9,846	    -9,846
       351	     2,808	       994	     0,000	 65535,000	    22,154	    22,154
       352	     2,816	       962	     0,000	 65535,000	    -9,846	    -9,846
       353	     2,824	       994	     0,000	 65535,000	    22,154	    22,154
       354	     2,832	       962	     0,000	 65535,000	    -9,846	    -9,846
       355	     2,840	      1010	     0,000	 65535,000	    38,154	    38,154
       356	     2,848	       994	     0,000	 65535,000	    22,154	    22,154
       357	     2,856	      1010	     0,000	 65535,000	    38,154	    38,154
       358	     2,864	       962	     0,000	 65535,000	    -9,846	    -9,846
       359	     2,872	       994	     0,000	 65535,000	    22,154	    22,154
       360	     2,880	       930	     0,000	 65535,000	   -41,846	   -41,846
       361	     2,888	       962	     0,000	 65535,000	    -9,846	    -9,846
       362	     2,896	       914	     0,000	 65535,000	   -57,846	   -57,846
       363	     2,904	      1026	     0,000	 65535,000	    54,154	    54,154
       364	     2,912	       962	     0,000	 65535,000	    -9,846	    -9,846
       365	     2,920	       962	     0,000	 65535,000	    -9,846	    -9,846
       366	     2,928	       978	     0,000	 65535,000	     6,154	     6,154
       367	     2,936	      1010	     0,000	 65535,000	    38,154	    38,154
       368	     2,944	      1042	     0,000	 65535,000	    70,154	    70,154
       369	     2,952	      1010	     0,000	 65535,000	    38,154	    38,154
       370	     2,960	      1010	     0,000	 65535,000	    38,154	    38,154
       371	     2,968	       978	     0,000	 65535,000	     6,154	     6,154
       372	     2,976	      1026	     0,000	 65535,000	    54,154	    54,154
       373	     2,984	       962	     0,000	 65535,000	    -9,846	    -9,846
       374	     2,992	       978	     0,000	 65535,000	     6,154	     6,154
       375	     3,000	      1026	     0,000	 65535,000	    54,154	    54,154
       376	     3,008	       962	     0,000	 65535,000	    -9,846	    -9,846
       377	     3,016	       962	     0,000	 65535,000	    -9,846	    -9,846
       378	     3,024	       978	     0,000	 65535,000	     6,154	     6,154
       379	     3,032	       994	     0,000	 65535,000	    22,154	    22,154
       380	     3,040	       978	     0,000	 65535,000	     6,154	     6,154
       381	     3,048	       994	     0,000	 65535,000	    22,154	    22,154
       382	     3,056	       946	     0,000	 65535,000	   -25,846	   -25,846
       383	     3,064	      1010	     0,000	 65535,000	    38,154	    38,154
       384	     3,072	       994	     0,000	 65535,000	    22,154	    22,154
       385	     3,080	       946	     0,000	 65535,000	   -25,846	   -25,846
       386	     3,088	      1010	     0,000	 65535,000	    38,154	    38,154
       387	     3,096	      1010	     0,000	 65535,000	    38,154	    38,154
       388	     3,104	      1026	     0,000	 65535,000	    54,154	    54,154
       389	     3,112	       946	     0,000	 65535,000	   -25,846	   -25,846
       390	     3,120	      1026	     0,000	 65535,000	    54,154	    54,154
       391	     3,128	      1010	     0,000	 65535,000	    38,154	    38,154
       392	     3,136	      1010	     0,000	 65535,000	    38,154	    38,154
       393	     3,144	       994	     0,000	 65535,000	    22,154	    22,154
       394	     3,152	       994	     0,000	 65535,000	    22,154	    22,154
       395	     3,160	       994	     0,000	 65535,000	    22,154	    22,154
       396	     3,168	      1010	     0,000	 65535,000	    38,154	    38,154
       397	     3,176	       994	     0,000	 65535,000	    22,154	    22,154
       398	     3,184	       978	     0,000	 65535,000	     6,154	     6,154
       399	     3,192	       978	     0,000	 65535,000	     6,154	     6,154
       400	     3,200	      1026	     0,000	 65535,000	    54,154	    54,154
       401	     3,208	       962	     0,000	 65535,000	    -9,846	    -9,846
       402	     3,216	       962	     0,000	 65535,000	    -9,846	    -9,846
       403	     3,224	       978	     0,000	 65535,000	     6,154	     6,154
       404	     3,232	       994	     0,000	 65535,000	    22,154	    22,154
       405	     3,240	       994	     0,000	 65535,000	    22,154	    22,154
       406	     3,248	       994	     0,000	 65535,000	    22,154	    22,154
       407	     3,256	      1026	     0,000	 65535,000	    54,154	    54,154
