"pixel no"	"mm" 	"pixel val" 	"dark frame"	"flat field"	"corrected"	"smoothed"
       641	     5,128	      5186	     0,000	 65535,000	  4236,308	  4236,308
       642	     5,136	      5250	     0,000	 65535,000	  4300,308	  4300,308
       643	     5,144	      5314	     0,000	 65535,000	  4364,308	  4364,308
       644	     5,152	      5362	     0,000	 65535,000	  4412,308	  4412,308
       645	     5,160	      5458	     0,000	 65535,000	  4508,308	  4508,308
       646	     5,168	      5426	     0,000	 65535,000	  4476,308	  4476,308
       647	     5,176	      5426	     0,000	 65535,000	  4476,308	  4476,308
       648	     5,184	      5522	     0,000	 65535,000	  4572,308	  4572,308
       649	     5,192	      5522	     0,000	 65535,000	  4572,308	  4572,308
       650	     5,200	      5570	     0,000	 65535,000	  4620,308	  4620,308
       651	     5,208	      5570	     0,000	 65535,000	  4620,308	  4620,308
       652	     5,216	      5618	     0,000	 65535,000	  4668,308	  4668,308
       653	     5,224	      5618	     0,000	 65535,000	  4668,308	  4668,308
       654	     5,232	      5826	     0,000	 65535,000	  4876,308	  4876,308
       655	     5,240	      5730	     0,000	 65535,000	  4780,308	  4780,308
       656	     5,248	      5746	     0,000	 65535,000	  4796,308	  4796,308
       657	     5,256	      5810	     0,000	 65535,000	  4860,308	  4860,308
       658	     5,264	      5874	     0,000	 65535,000	  4924,308	  4924,308
       659	     5,272	      5970	     0,000	 65535,000	  5020,308	  5020,308
       660	     5,280	      6082	     0,000	 65535,000	  5132,308	  5132,308
       661	     5,288	      6050	     0,000	 65535,000	  5100,308	  5100,308
       662	     5,296	      6050	     0,000	 65535,000	  5100,308	  5100,308
       663	     5,304	      6130	     0,000	 65535,000	  5180,308	  5180,308
       664	     5,312	      6290	     0,000	 65535,000	  5340,308	  5340,308
       665	     5,320	      6306	     0,000	 65535,000	  5356,308	  5356,308
       666	     5,328	      6338	     0,000	 65535,000	  5388,308	  5388,308
       667	     5,336	      6402	     0,000	 65535,000	  5452,308	  5452,308
       668	     5,344	      6306	     0,000	 65535,000	  5356,308	  5356,308
       669	     5,352	      6322	     0,000	 65535,000	  5372,308	  5372,308
       670	     5,360	      6386	     0,000	 65535,000	  5436,308	  5436,308
       671	     5,368	      6610	     0,000	 65535,000	  5660,308	  5660,308
       672	     5,376	      6530	     0,000	 65535,000	  5580,308	  5580,308
       673	     5,384	      6658	     0,000	 65535,000	  5708,308	  5708,308
       674	     5,392	      6802	     0,000	 65535,000	  5852,308	  5852,308
       675	     5,400	      6834	     0,000	 65535,000	  5884,308	  5884,308
       676	     5,408	      6882	     0,000	 65535,000	  5932,308	  5932,308
       677	     5,416	      6706	     0,000	 65535,000	  5756,308	  5756,308
       678	     5,424	      6738	     0,000	 65535,000	  5788,308	  5788,308
       679	     5,432	      6802	     0,000	 65535,000	  5852,308	  5852,308
       680	     5,440	      6850	     0,000	 65535,000	  5900,308	  5900,308
       681	     5,448	      6946	     0,000	 65535,000	  5996,308	  5996,308
       682	     5,456	      6962	     0,000	 65535,000	  6012,308	  6012,308
       683	     5,464	      6962	     0,000	 65535,000	  6012,308	  6012,308
       684	     5,472	      7058	     0,000	 65535,000	  6108,308	  6108,308
       685	     5,480	      6946	     0,000	 65535,000	  5996,308	  5996,308
       686	     5,488	      6898	     0,000	 65535,000	  5948,308	  5948,308
       687	     5,496	      6978	     0,000	 65535,000	  6028,308	  6028,308
       688	     5,504	      7026	     0,000	 65535,000	  6076,308	  6076,308
       689	     5,512	      7106	     0,000	 65535,000	  6156,308	  6156,308
       690	     5,520	      7090	     0,000	 65535,000	  6140,308	  6140,308
       691	     5,528	      7122	     0,000	 65535,000	  6172,308	  6172,308
       692	     5,536	      7026	     0,000	 65535,000	  6076,308	  6076,308
       693	     5,544	      7074	     0,000	 65535,000	  6124,308	  6124,308
       694	     5,552	      7042	     0,000	 65535,000	  6092,308	  6092,308
       695	     5,560	      6962	     0,000	 65535,000	  6012,308	  6012,308
       696	     5,568	      7106	     0,000	 65535,000	  6156,308	  6156,308
       697	     5,576	      7074	     0,000	 65535,000	  6124,308	  6124,308
       698	     5,584	      7282	     0,000	 65535,000	  6332,308	  6332,308
       699	     5,592	      7330	     0,000	 65535,000	  6380,308	  6380,308
       700	     5,600	      7346	     0,000	 65535,000	  6396,308	  6396,308
       701	     5,608	      7282	     0,000	 65535,000	  6332,308	  6332,308
       702	     5,616	      7362	     0,000	 65535,000	  6412,308	  6412,308
       703	     5,624	      7346	     0,000	 65535,000	  6396,308	  6396,308
       704	     5,632	      7506	     0,000	 65535,000	  6556,308	  6556,308
       705	     5,640	      7698	     0,000	 65535,000	  6748,308	  6748,308
       706	     5,648	      7730	     0,000	 65535,000	  6780,308	  6780,308
       707	     5,656	      7682	     0,000	 65535,000	  6732,308	  6732,308
       708	     5,664	      7826	     0,000	 65535,000	  6876,308	  6876,308
       709	     5,672	      7810	     0,000	 65535,000	  6860,308	  6860,308
       710	     5,680	      7858	     0,000	 65535,000	  6908,308	  6908,308
       711	     5,688	      8066	     0,000	 65535,000	  7116,308	  7116,308
       712	     5,696	      8242	     0,000	 65535,000	  7292,308	  7292,308
       713	     5,704	      8498	     0,000	 65535,000	  7548,308	  7548,308
       714	     5,712	      8498	     0,000	 65535,000	  7548,308	  7548,308
       715	     5,720	      8642	     0,000	 65535,000	  7692,308	  7692,308
       716	     5,728	      8754	     0,000	 65535,000	  7804,308	  7804,308
       717	     5,736	      8914	     0,000	 65535,000	  7964,308	  7964,308
       718	     5,744	      9010	     0,000	 65535,000	  8060,308	  8060,308
       719	     5,752	      8978	     0,000	 65535,000	  8028,308	  8028,308
       720	     5,760	      9202	     0,000	 65535,000	  8252,308	  8252,308
       721	     5,768	      9282	     0,000	 65535,000	  8332,308	  8332,308
       722	     5,776	      9282	     0,000	 65535,000	  8332,308	  8332,308
       723	     5,784	      9314	     0,000	 65535,000	  8364,308	  8364,308
       724	     5,792	      9426	     0,000	 65535,000	  8476,308	  8476,308
       725	     5,800	      9506	     0,000	 65535,000	  8556,308	  8556,308
       726	     5,808	      9554	     0,000	 65535,000	  8604,308	  8604,308
       727	     5,816	      9602	     0,000	 65535,000	  8652,308	  8652,308
       728	     5,824	      9570	     0,000	 65535,000	  8620,308	  8620,308
       729	     5,832	      9618	     0,000	 65535,000	  8668,308	  8668,308
       730	     5,840	      9778	     0,000	 65535,000	  8828,308	  8828,308
       731	     5,848	      9826	     0,000	 65535,000	  8876,308	  8876,308
       732	     5,856	      9874	     0,000	 65535,000	  8924,308	  8924,308
       733	     5,864	      9858	     0,000	 65535,000	  8908,308	  8908,308
       734	     5,872	      9970	     0,000	 65535,000	  9020,308	  9020,308
       735	     5,880	     10002	     0,000	 65535,000	  9052,308	  9052,308
       736	     5,888	     10130	     0,000	 65535,000	  9180,308	  9180,308
       737	     5,896	     10178	     0,000	 65535,000	  9228,308	  9228,308
       738	     5,904	     10098	     0,000	 65535,000	  9148,308	  9148,308
       739	     5,912	     10274	     0,000	 65535,000	  9324,308	  9324,308
       740	     5,920	     10386	     0,000	 65535,000	  9436,308	  9436,308
       741	     5,928	     10370	     0,000	 65535,000	  9420,308	  9420,308
       742	     5,936	     10434	     0,000	 65535,000	  9484,308	  9484,308
       743	     5,944	     10578	     0,000	 65535,000	  9628,308	  9628,308
       744	     5,952	     10690	     0,000	 65535,000	  9740,308	  9740,308
       745	     5,960	     10754	     0,000	 65535,000	  9804,308	  9804,308
       746	     5,968	     10754	     0,000	 65535,000	  9804,308	  9804,308
       747	     5,976	     10834	     0,000	 65535,000	  9884,308	  9884,308
       748	     5,984	     11010	     0,000	 65535,000	 10060,308	 10060,308
       749	     5,992	     11010	     0,000	 65535,000	 10060,308	 10060,308
       750	     6,000	     11090	     0,000	 65535,000	 10140,308	 10140,308
       751	     6,008	     11090	     0,000	 65535,000	 10140,308	 10140,308
       752	     6,016	     11154	     0,000	 65535,000	 10204,308	 10204,308
       753	     6,024	     11170	     0,000	 65535,000	 10220,308	 10220,308
       754	     6,032	     11202	     0,000	 65535,000	 10252,308	 10252,308
       755	     6,040	     11186	     0,000	 65535,000	 10236,308	 10236,308
       756	     6,048	     11346	     0,000	 65535,000	 10396,308	 10396,308
       757	     6,056	     11378	     0,000	 65535,000	 10428,308	 10428,308
       758	     6,064	     11602	     0,000	 65535,000	 10652,308	 10652,308
       759	     6,072	     11682	     0,000	 65535,000	 10732,308	 10732,308
       760	     6,080	     11714	     0,000	 65535,000	 10764,308	 10764,308
       761	     6,088	     11746	     0,000	 65535,000	 10796,308	 10796,308
       762	     6,096	     11890	     0,000	 65535,000	 10940,308	 10940,308
       763	     6,104	     12050	     0,000	 65535,000	 11100,308	 11100,308
       764	     6,112	     12162	     0,000	 65535,000	 11212,308	 11212,308
       765	     6,120	     12130	     0,000	 65535,000	 11180,308	 11180,308
       766	     6,128	     12274	     0,000	 65535,000	 11324,308	 11324,308
       767	     6,136	     12322	     0,000	 65535,000	 11372,308	 11372,308
       768	     6,144	     12258	     0,000	 65535,000	 11308,308	 11308,308
       769	     6,152	     12306	     0,000	 65535,000	 11356,308	 11356,308
       770	     6,160	     12594	     0,000	 65535,000	 11644,308	 11644,308
       771	     6,168	     12594	     0,000	 65535,000	 11644,308	 11644,308
       772	     6,176	     12674	     0,000	 65535,000	 11724,308	 11724,308
       773	     6,184	     12754	     0,000	 65535,000	 11804,308	 11804,308
       774	     6,192	     12802	     0,000	 65535,000	 11852,308	 11852,308
       775	     6,200	     12866	     0,000	 65535,000	 11916,308	 11916,308
       776	     6,208	     12946	     0,000	 65535,000	 11996,308	 11996,308
       777	     6,216	     12962	     0,000	 65535,000	 12012,308	 12012,308
       778	     6,224	     13106	     0,000	 65535,000	 12156,308	 12156,308
       779	     6,232	     13282	     0,000	 65535,000	 12332,308	 12332,308
       780	     6,240	     13458	     0,000	 65535,000	 12508,308	 12508,308
       781	     6,248	     13378	     0,000	 65535,000	 12428,308	 12428,308
       782	     6,256	     13474	     0,000	 65535,000	 12524,308	 12524,308
       783	     6,264	     13698	     0,000	 65535,000	 12748,308	 12748,308
       784	     6,272	     13874	     0,000	 65535,000	 12924,308	 12924,308
       785	     6,280	     13826	     0,000	 65535,000	 12876,308	 12876,308
       786	     6,288	     13938	     0,000	 65535,000	 12988,308	 12988,308
       787	     6,296	     14354	     0,000	 65535,000	 13404,308	 13404,308
       788	     6,304	     14162	     0,000	 65535,000	 13212,308	 13212,308
       789	     6,312	     14274	     0,000	 65535,000	 13324,308	 13324,308
       790	     6,320	     14354	     0,000	 65535,000	 13404,308	 13404,308
       791	     6,328	     14546	     0,000	 65535,000	 13596,308	 13596,308
       792	     6,336	     14674	     0,000	 65535,000	 13724,308	 13724,308
       793	     6,344	     14898	     0,000	 65535,000	 13948,308	 13948,308
       794	     6,352	     14786	     0,000	 65535,000	 13836,308	 13836,308
       795	     6,360	     14834	     0,000	 65535,000	 13884,308	 13884,308
       796	     6,368	     15074	     0,000	 65535,000	 14124,308	 14124,308
       797	     6,376	     14946	     0,000	 65535,000	 13996,308	 13996,308
       798	     6,384	     15090	     0,000	 65535,000	 14140,308	 14140,308
       799	     6,392	     15506	     0,000	 65535,000	 14556,308	 14556,308
       800	     6,400	     15506	     0,000	 65535,000	 14556,308	 14556,308
       801	     6,408	     15474	     0,000	 65535,000	 14524,308	 14524,308
       802	     6,416	     15650	     0,000	 65535,000	 14700,308	 14700,308
       803	     6,424	     15698	     0,000	 65535,000	 14748,308	 14748,308
       804	     6,432	     15794	     0,000	 65535,000	 14844,308	 14844,308
       805	     6,440	     15810	     0,000	 65535,000	 14860,308	 14860,308
       806	     6,448	     15874	     0,000	 65535,000	 14924,308	 14924,308
       807	     6,456	     15874	     0,000	 65535,000	 14924,308	 14924,308
       808	     6,464	     16162	     0,000	 65535,000	 15212,308	 15212,308
       809	     6,472	     16306	     0,000	 65535,000	 15356,308	 15356,308
       810	     6,480	     16498	     0,000	 65535,000	 15548,308	 15548,308
       811	     6,488	     16482	     0,000	 65535,000	 15532,308	 15532,308
       812	     6,496	     16514	     0,000	 65535,000	 15564,308	 15564,308
       813	     6,504	     16610	     0,000	 65535,000	 15660,308	 15660,308
       814	     6,512	     16786	     0,000	 65535,000	 15836,308	 15836,308
       815	     6,520	     17026	     0,000	 65535,000	 16076,308	 16076,308
       816	     6,528	     17282	     0,000	 65535,000	 16332,308	 16332,308
       817	     6,536	     17266	     0,000	 65535,000	 16316,308	 16316,308
       818	     6,544	     17394	     0,000	 65535,000	 16444,308	 16444,308
       819	     6,552	     17682	     0,000	 65535,000	 16732,308	 16732,308
       820	     6,560	     17714	     0,000	 65535,000	 16764,308	 16764,308
       821	     6,568	     17682	     0,000	 65535,000	 16732,308	 16732,308
       822	     6,576	     17810	     0,000	 65535,000	 16860,308	 16860,308
       823	     6,584	     17970	     0,000	 65535,000	 17020,308	 17020,308
       824	     6,592	     18194	     0,000	 65535,000	 17244,308	 17244,308
       825	     6,600	     18322	     0,000	 65535,000	 17372,308	 17372,308
       826	     6,608	     18370	     0,000	 65535,000	 17420,308	 17420,308
       827	     6,616	     18370	     0,000	 65535,000	 17420,308	 17420,308
       828	     6,624	     18450	     0,000	 65535,000	 17500,308	 17500,308
       829	     6,632	     18578	     0,000	 65535,000	 17628,308	 17628,308
       830	     6,640	     18706	     0,000	 65535,000	 17756,308	 17756,308
       831	     6,648	     18738	     0,000	 65535,000	 17788,308	 17788,308
       832	     6,656	     18962	     0,000	 65535,000	 18012,308	 18012,308
       833	     6,664	     19186	     0,000	 65535,000	 18236,308	 18236,308
       834	     6,672	     19154	     0,000	 65535,000	 18204,308	 18204,308
       835	     6,680	     19234	     0,000	 65535,000	 18284,308	 18284,308
       836	     6,688	     19314	     0,000	 65535,000	 18364,308	 18364,308
       837	     6,696	     19506	     0,000	 65535,000	 18556,308	 18556,308
       838	     6,704	     19570	     0,000	 65535,000	 18620,308	 18620,308
       839	     6,712	     19538	     0,000	 65535,000	 18588,308	 18588,308
       840	     6,720	     19858	     0,000	 65535,000	 18908,308	 18908,308
       841	     6,728	     19858	     0,000	 65535,000	 18908,308	 18908,308
       842	     6,736	     20002	     0,000	 65535,000	 19052,308	 19052,308
       843	     6,744	     19890	     0,000	 65535,000	 18940,308	 18940,308
       844	     6,752	     20226	     0,000	 65535,000	 19276,308	 19276,308
       845	     6,760	     20370	     0,000	 65535,000	 19420,308	 19420,308
       846	     6,768	     20562	     0,000	 65535,000	 19612,308	 19612,308
       847	     6,776	     20674	     0,000	 65535,000	 19724,308	 19724,308
       848	     6,784	     20546	     0,000	 65535,000	 19596,308	 19596,308
       849	     6,792	     20882	     0,000	 65535,000	 19932,308	 19932,308
       850	     6,800	     21090	     0,000	 65535,000	 20140,308	 20140,308
       851	     6,808	     21154	     0,000	 65535,000	 20204,308	 20204,308
       852	     6,816	     21202	     0,000	 65535,000	 20252,308	 20252,308
       853	     6,824	     21186	     0,000	 65535,000	 20236,308	 20236,308
       854	     6,832	     21282	     0,000	 65535,000	 20332,308	 20332,308
       855	     6,840	     21522	     0,000	 65535,000	 20572,308	 20572,308
       856	     6,848	     21554	     0,000	 65535,000	 20604,308	 20604,308
       857	     6,856	     21602	     0,000	 65535,000	 20652,308	 20652,308
       858	     6,864	     21762	     0,000	 65535,000	 20812,308	 20812,308
       859	     6,872	     21826	     0,000	 65535,000	 20876,308	 20876,308
       860	     6,880	     21890	     0,000	 65535,000	 20940,308	 20940,308
       861	     6,888	     22226	     0,000	 65535,000	 21276,308	 21276,308
       862	     6,896	     22386	     0,000	 65535,000	 21436,308	 21436,308
       863	     6,904	     22482	     0,000	 65535,000	 21532,308	 21532,308
       864	     6,912	     22722	     0,000	 65535,000	 21772,308	 21772,308
       865	     6,920	     22898	     0,000	 65535,000	 21948,308	 21948,308
       866	     6,928	     23026	     0,000	 65535,000	 22076,308	 22076,308
       867	     6,936	     23266	     0,000	 65535,000	 22316,308	 22316,308
       868	     6,944	     23138	     0,000	 65535,000	 22188,308	 22188,308
       869	     6,952	     23298	     0,000	 65535,000	 22348,308	 22348,308
       870	     6,960	     23346	     0,000	 65535,000	 22396,308	 22396,308
       871	     6,968	     23442	     0,000	 65535,000	 22492,308	 22492,308
       872	     6,976	     23682	     0,000	 65535,000	 22732,308	 22732,308
       873	     6,984	     23890	     0,000	 65535,000	 22940,308	 22940,308
       874	     6,992	     23890	     0,000	 65535,000	 22940,308	 22940,308
       875	     7,000	     24082	     0,000	 65535,000	 23132,308	 23132,308
       876	     7,008	     24210	     0,000	 65535,000	 23260,308	 23260,308
       877	     7,016	     24482	     0,000	 65535,000	 23532,308	 23532,308
       878	     7,024	     24594	     0,000	 65535,000	 23644,308	 23644,308
       879	     7,032	     24706	     0,000	 65535,000	 23756,308	 23756,308
       880	     7,040	     24914	     0,000	 65535,000	 23964,308	 23964,308
       881	     7,048	     25090	     0,000	 65535,000	 24140,308	 24140,308
       882	     7,056	     24946	     0,000	 65535,000	 23996,308	 23996,308
       883	     7,064	     25106	     0,000	 65535,000	 24156,308	 24156,308
       884	     7,072	     25170	     0,000	 65535,000	 24220,308	 24220,308
       885	     7,080	     25202	     0,000	 65535,000	 24252,308	 24252,308
       886	     7,088	     25378	     0,000	 65535,000	 24428,308	 24428,308
       887	     7,096	     25826	     0,000	 65535,000	 24876,308	 24876,308
       888	     7,104	     25650	     0,000	 65535,000	 24700,308	 24700,308
       889	     7,112	     25842	     0,000	 65535,000	 24892,308	 24892,308
       890	     7,120	     26114	     0,000	 65535,000	 25164,308	 25164,308
       891	     7,128	     26226	     0,000	 65535,000	 25276,308	 25276,308
       892	     7,136	     26386	     0,000	 65535,000	 25436,308	 25436,308
       893	     7,144	     26322	     0,000	 65535,000	 25372,308	 25372,308
       894	     7,152	     26338	     0,000	 65535,000	 25388,308	 25388,308
       895	     7,160	     26594	     0,000	 65535,000	 25644,308	 25644,308
       896	     7,168	     26770	     0,000	 65535,000	 25820,308	 25820,308
       897	     7,176	     26722	     0,000	 65535,000	 25772,308	 25772,308
       898	     7,184	     26866	     0,000	 65535,000	 25916,308	 25916,308
       899	     7,192	     26994	     0,000	 65535,000	 26044,308	 26044,308
       900	     7,200	     26914	     0,000	 65535,000	 25964,308	 25964,308
       901	     7,208	     27010	     0,000	 65535,000	 26060,308	 26060,308
       902	     7,216	     27442	     0,000	 65535,000	 26492,308	 26492,308
       903	     7,224	     27538	     0,000	 65535,000	 26588,308	 26588,308
       904	     7,232	     27570	     0,000	 65535,000	 26620,308	 26620,308
       905	     7,240	     27634	     0,000	 65535,000	 26684,308	 26684,308
       906	     7,248	     27810	     0,000	 65535,000	 26860,308	 26860,308
       907	     7,256	     28018	     0,000	 65535,000	 27068,308	 27068,308
       908	     7,264	     28210	     0,000	 65535,000	 27260,308	 27260,308
       909	     7,272	     28306	     0,000	 65535,000	 27356,308	 27356,308
       910	     7,280	     28498	     0,000	 65535,000	 27548,308	 27548,308
       911	     7,288	     28562	     0,000	 65535,000	 27612,308	 27612,308
       912	     7,296	     28722	     0,000	 65535,000	 27772,308	 27772,308
       913	     7,304	     29010	     0,000	 65535,000	 28060,308	 28060,308
       914	     7,312	     28962	     0,000	 65535,000	 28012,308	 28012,308
       915	     7,320	     29074	     0,000	 65535,000	 28124,308	 28124,308
       916	     7,328	     29090	     0,000	 65535,000	 28140,308	 28140,308
       917	     7,336	     29282	     0,000	 65535,000	 28332,308	 28332,308
       918	     7,344	     29634	     0,000	 65535,000	 28684,308	 28684,308
       919	     7,352	     29650	     0,000	 65535,000	 28700,308	 28700,308
       920	     7,360	     29746	     0,000	 65535,000	 28796,308	 28796,308
       921	     7,368	     30018	     0,000	 65535,000	 29068,308	 29068,308
       922	     7,376	     29906	     0,000	 65535,000	 28956,308	 28956,308
       923	     7,384	     29778	     0,000	 65535,000	 28828,308	 28828,308
       924	     7,392	     30130	     0,000	 65535,000	 29180,308	 29180,308
       925	     7,400	     30322	     0,000	 65535,000	 29372,308	 29372,308
       926	     7,408	     30290	     0,000	 65535,000	 29340,308	 29340,308
       927	     7,416	     30162	     0,000	 65535,000	 29212,308	 29212,308
       928	     7,424	     30386	     0,000	 65535,000	 29436,308	 29436,308
       929	     7,432	     30642	     0,000	 65535,000	 29692,308	 29692,308
       930	     7,440	     30738	     0,000	 65535,000	 29788,308	 29788,308
       931	     7,448	     30962	     0,000	 65535,000	 30012,308	 30012,308
       932	     7,456	     31074	     0,000	 65535,000	 30124,308	 30124,308
       933	     7,464	     31202	     0,000	 65535,000	 30252,308	 30252,308
       934	     7,472	     31250	     0,000	 65535,000	 30300,308	 30300,308
       935	     7,480	     31378	     0,000	 65535,000	 30428,308	 30428,308
       936	     7,488	     31458	     0,000	 65535,000	 30508,308	 30508,308
       937	     7,496	     31506	     0,000	 65535,000	 30556,308	 30556,308
       938	     7,504	     31794	     0,000	 65535,000	 30844,308	 30844,308
       939	     7,512	     31826	     0,000	 65535,000	 30876,308	 30876,308
       940	     7,520	     31842	     0,000	 65535,000	 30892,308	 30892,308
       941	     7,528	     31618	     0,000	 65535,000	 30668,308	 30668,308
       942	     7,536	     31506	     0,000	 65535,000	 30556,308	 30556,308
       943	     7,544	     31570	     0,000	 65535,000	 30620,308	 30620,308
       944	     7,552	     31490	     0,000	 65535,000	 30540,308	 30540,308
       945	     7,560	     31570	     0,000	 65535,000	 30620,308	 30620,308
       946	     7,568	     31666	     0,000	 65535,000	 30716,308	 30716,308
       947	     7,576	     31954	     0,000	 65535,000	 31004,308	 31004,308
       948	     7,584	     31954	     0,000	 65535,000	 31004,308	 31004,308
       949	     7,592	     32066	     0,000	 65535,000	 31116,308	 31116,308
       950	     7,600	     32370	     0,000	 65535,000	 31420,308	 31420,308
       951	     7,608	     32658	     0,000	 65535,000	 31708,308	 31708,308
       952	     7,616	     32962	     0,000	 65535,000	 32012,308	 32012,308
       953	     7,624	     33090	     0,000	 65535,000	 32140,308	 32140,308
       954	     7,632	     32930	     0,000	 65535,000	 31980,308	 31980,308
       955	     7,640	     33074	     0,000	 65535,000	 32124,308	 32124,308
       956	     7,648	     33138	     0,000	 65535,000	 32188,308	 32188,308
       957	     7,656	     33410	     0,000	 65535,000	 32460,308	 32460,308
       958	     7,664	     33586	     0,000	 65535,000	 32636,308	 32636,308
       959	     7,672	     33714	     0,000	 65535,000	 32764,308	 32764,308
       960	     7,680	     33954	     0,000	 65535,000	 33004,308	 33004,308
       961	     7,688	     33970	     0,000	 65535,000	 33020,308	 33020,308
       962	     7,696	     34242	     0,000	 65535,000	 33292,308	 33292,308
       963	     7,704	     34226	     0,000	 65535,000	 33276,308	 33276,308
       964	     7,712	     34066	     0,000	 65535,000	 33116,308	 33116,308
       965	     7,720	     34066	     0,000	 65535,000	 33116,308	 33116,308
       966	     7,728	     34066	     0,000	 65535,000	 33116,308	 33116,308
       967	     7,736	     34130	     0,000	 65535,000	 33180,308	 33180,308
       968	     7,744	     34210	     0,000	 65535,000	 33260,308	 33260,308
       969	     7,752	     34194	     0,000	 65535,000	 33244,308	 33244,308
       970	     7,760	     34466	     0,000	 65535,000	 33516,308	 33516,308
       971	     7,768	     34642	     0,000	 65535,000	 33692,308	 33692,308
       972	     7,776	     34482	     0,000	 65535,000	 33532,308	 33532,308
       973	     7,784	     34514	     0,000	 65535,000	 33564,308	 33564,308
       974	     7,792	     34770	     0,000	 65535,000	 33820,308	 33820,308
       975	     7,800	     34962	     0,000	 65535,000	 34012,308	 34012,308
       976	     7,808	     35122	     0,000	 65535,000	 34172,308	 34172,308
       977	     7,816	     35218	     0,000	 65535,000	 34268,308	 34268,308
       978	     7,824	     35010	     0,000	 65535,000	 34060,308	 34060,308
       979	     7,832	     34866	     0,000	 65535,000	 33916,308	 33916,308
       980	     7,840	     34834	     0,000	 65535,000	 33884,308	 33884,308
       981	     7,848	     34962	     0,000	 65535,000	 34012,308	 34012,308
       982	     7,856	     35330	     0,000	 65535,000	 34380,308	 34380,308
       983	     7,864	     35442	     0,000	 65535,000	 34492,308	 34492,308
       984	     7,872	     35586	     0,000	 65535,000	 34636,308	 34636,308
       985	     7,880	     35730	     0,000	 65535,000	 34780,308	 34780,308
       986	     7,888	     35794	     0,000	 65535,000	 34844,308	 34844,308
       987	     7,896	     35842	     0,000	 65535,000	 34892,308	 34892,308
       988	     7,904	     35794	     0,000	 65535,000	 34844,308	 34844,308
       989	     7,912	     35890	     0,000	 65535,000	 34940,308	 34940,308
       990	     7,920	     35970	     0,000	 65535,000	 35020,308	 35020,308
       991	     7,928	     36002	     0,000	 65535,000	 35052,308	 35052,308
       992	     7,936	     36162	     0,000	 65535,000	 35212,308	 35212,308
       993	     7,944	     36146	     0,000	 65535,000	 35196,308	 35196,308
       994	     7,952	     36050	     0,000	 65535,000	 35100,308	 35100,308
       995	     7,960	     35666	     0,000	 65535,000	 34716,308	 34716,308
       996	     7,968	     35426	     0,000	 65535,000	 34476,308	 34476,308
       997	     7,976	     35138	     0,000	 65535,000	 34188,308	 34188,308
       998	     7,984	     35186	     0,000	 65535,000	 34236,308	 34236,308
       999	     7,992	     35218	     0,000	 65535,000	 34268,308	 34268,308
      1000	     8,000	     35490	     0,000	 65535,000	 34540,308	 34540,308
      1001	     8,008	     35410	     0,000	 65535,000	 34460,308	 34460,308
      1002	     8,016	     35474	     0,000	 65535,000	 34524,308	 34524,308
      1003	     8,024	     35698	     0,000	 65535,000	 34748,308	 34748,308
      1004	     8,032	     35890	     0,000	 65535,000	 34940,308	 34940,308
      1005	     8,040	     36034	     0,000	 65535,000	 35084,308	 35084,308
      1006	     8,048	     36274	     0,000	 65535,000	 35324,308	 35324,308
      1007	     8,056	     36274	     0,000	 65535,000	 35324,308	 35324,308
      1008	     8,064	     36402	     0,000	 65535,000	 35452,308	 35452,308
      1009	     8,072	     36354	     0,000	 65535,000	 35404,308	 35404,308
      1010	     8,080	     36466	     0,000	 65535,000	 35516,308	 35516,308
      1011	     8,088	     36530	     0,000	 65535,000	 35580,308	 35580,308
      1012	     8,096	     36258	     0,000	 65535,000	 35308,308	 35308,308
      1013	     8,104	     36370	     0,000	 65535,000	 35420,308	 35420,308
      1014	     8,112	     36418	     0,000	 65535,000	 35468,308	 35468,308
      1015	     8,120	     36530	     0,000	 65535,000	 35580,308	 35580,308
      1016	     8,128	     36514	     0,000	 65535,000	 35564,308	 35564,308
      1017	     8,136	     36658	     0,000	 65535,000	 35708,308	 35708,308
      1018	     8,144	     36690	     0,000	 65535,000	 35740,308	 35740,308
      1019	     8,152	     36626	     0,000	 65535,000	 35676,308	 35676,308
      1020	     8,160	     36674	     0,000	 65535,000	 35724,308	 35724,308
      1021	     8,168	     36594	     0,000	 65535,000	 35644,308	 35644,308
      1022	     8,176	     36562	     0,000	 65535,000	 35612,308	 35612,308
      1023	     8,184	     36530	     0,000	 65535,000	 35580,308	 35580,308
      1024	     8,192	     36354	     0,000	 65535,000	 35404,308	 35404,308
      1025	     8,200	     36242	     0,000	 65535,000	 35292,308	 35292,308
      1026	     8,208	     36418	     0,000	 65535,000	 35468,308	 35468,308
      1027	     8,216	     36242	     0,000	 65535,000	 35292,308	 35292,308
      1028	     8,224	     36066	     0,000	 65535,000	 35116,308	 35116,308
      1029	     8,232	     36130	     0,000	 65535,000	 35180,308	 35180,308
      1030	     8,240	     36210	     0,000	 65535,000	 35260,308	 35260,308
      1031	     8,248	     36322	     0,000	 65535,000	 35372,308	 35372,308
      1032	     8,256	     36434	     0,000	 65535,000	 35484,308	 35484,308
      1033	     8,264	     36562	     0,000	 65535,000	 35612,308	 35612,308
      1034	     8,272	     36386	     0,000	 65535,000	 35436,308	 35436,308
      1035	     8,280	     36290	     0,000	 65535,000	 35340,308	 35340,308
      1036	     8,288	     36258	     0,000	 65535,000	 35308,308	 35308,308
      1037	     8,296	     36114	     0,000	 65535,000	 35164,308	 35164,308
