"pixel no"	"mm" 	"pixel val" 	"dark frame"	"flat field"	"corrected"	"smoothed"
        84	     0,672	       978	     0,000	 65535,000	    25,846	    25,846
        85	     0,680	       994	     0,000	 65535,000	    41,846	    41,846
        86	     0,688	       898	     0,000	 65535,000	   -54,154	   -54,154
        87	     0,696	       882	     0,000	 65535,000	   -70,154	   -70,154
        88	     0,704	       978	     0,000	 65535,000	    25,846	    25,846
        89	     0,712	       962	     0,000	 65535,000	     9,846	     9,846
        90	     0,720	       978	     0,000	 65535,000	    25,846	    25,846
        91	     0,728	      1010	     0,000	 65535,000	    57,846	    57,846
        92	     0,736	      1010	     0,000	 65535,000	    57,846	    57,846
        93	     0,744	       994	     0,000	 65535,000	    41,846	    41,846
        94	     0,752	       978	     0,000	 65535,000	    25,846	    25,846
        95	     0,760	       978	     0,000	 65535,000	    25,846	    25,846
        96	     0,768	       978	     0,000	 65535,000	    25,846	    25,846
        97	     0,776	       962	     0,000	 65535,000	     9,846	     9,846
        98	     0,784	       930	     0,000	 65535,000	   -22,154	   -22,154
        99	     0,792	       930	     0,000	 65535,000	   -22,154	   -22,154
       100	     0,800	       930	     0,000	 65535,000	   -22,154	   -22,154
       101	     0,808	       946	     0,000	 65535,000	    -6,154	    -6,154
       102	     0,816	       978	     0,000	 65535,000	    25,846	    25,846
       103	     0,824	       962	     0,000	 65535,000	     9,846	     9,846
       104	     0,832	       930	     0,000	 65535,000	   -22,154	   -22,154
       105	     0,840	       914	     0,000	 65535,000	   -38,154	   -38,154
       106	     0,848	       930	     0,000	 65535,000	   -22,154	   -22,154
       107	     0,856	       962	     0,000	 65535,000	     9,846	     9,846
       108	     0,864	       962	     0,000	 65535,000	     9,846	     9,846
       109	     0,872	       930	     0,000	 65535,000	   -22,154	   -22,154
       110	     0,880	       978	     0,000	 65535,000	    25,846	    25,846
       111	     0,888	       978	     0,000	 65535,000	    25,846	    25,846
       112	     0,896	       994	     0,000	 65535,000	    41,846	    41,846
       113	     0,904	       962	     0,000	 65535,000	     9,846	     9,846
       114	     0,912	       962	     0,000	 65535,000	     9,846	     9,846
       115	     0,920	       962	     0,000	 65535,000	     9,846	     9,846
       116	     0,928	       994	     0,000	 65535,000	    41,846	    41,846
       117	     0,936	       962	     0,000	 65535,000	     9,846	     9,846
       118	     0,944	       978	     0,000	 65535,000	    25,846	    25,846
       119	     0,952	       946	     0,000	 65535,000	    -6,154	    -6,154
       120	     0,960	       978	     0,000	 65535,000	    25,846	    25,846
       121	     0,968	       962	     0,000	 65535,000	     9,846	     9,846
       122	     0,976	       962	     0,000	 65535,000	     9,846	     9,846
       123	     0,984	       978	     0,000	 65535,000	    25,846	    25,846
       124	     0,992	      1010	     0,000	 65535,000	    57,846	    57,846
       125	     1,000	       962	     0,000	 65535,000	     9,846	     9,846
       126	     1,008	       962	     0,000	 65535,000	     9,846	     9,846
       127	     1,016	       946	     0,000	 65535,000	    -6,154	    -6,154
       128	     1,024	       962	     0,000	 65535,000	     9,846	     9,846
       129	     1,032	       962	     0,000	 65535,000	     9,846	     9,846
       130	     1,040	       962	     0,000	 65535,000	     9,846	     9,846
       131	     1,048	       962	     0,000	 65535,000	     9,846	     9,846
       132	     1,056	       962	     0,000	 65535,000	     9,846	     9,846
       133	     1,064	       962	     0,000	 65535,000	     9,846	     9,846
       134	     1,072	       930	     0,000	 65535,000	   -22,154	   -22,154
       135	     1,080	       962	     0,000	 65535,000	     9,846	     9,846
       136	     1,088	       946	     0,000	 65535,000	    -6,154	    -6,154
       137	     1,096	       962	     0,000	 65535,000	     9,846	     9,846
       138	     1,104	       914	     0,000	 65535,000	   -38,154	   -38,154
       139	     1,112	       962	     0,000	 65535,000	     9,846	     9,846
       140	     1,120	       962	     0,000	 65535,000	     9,846	     9,846
       141	     1,128	       914	     0,000	 65535,000	   -38,154	   -38,154
       142	     1,136	       978	     0,000	 65535,000	    25,846	    25,846
       143	     1,144	       978	     0,000	 65535,000	    25,846	    25,846
       144	     1,152	      1026	     0,000	 65535,000	    73,846	    73,846
       145	     1,160	       914	     0,000	 65535,000	   -38,154	   -38,154
       146	     1,168	       978	     0,000	 65535,000	    25,846	    25,846
       147	     1,176	       978	     0,000	 65535,000	    25,846	    25,846
       148	     1,184	       994	     0,000	 65535,000	    41,846	    41,846
       149	     1,192	       994	     0,000	 65535,000	    41,846	    41,846
       150	     1,200	       994	     0,000	 65535,000	    41,846	    41,846
       151	     1,208	       994	     0,000	 65535,000	    41,846	    41,846
       152	     1,216	       994	     0,000	 65535,000	    41,846	    41,846
       153	     1,224	       962	     0,000	 65535,000	     9,846	     9,846
       154	     1,232	       930	     0,000	 65535,000	   -22,154	   -22,154
       155	     1,240	       962	     0,000	 65535,000	     9,846	     9,846
       156	     1,248	       930	     0,000	 65535,000	   -22,154	   -22,154
       157	     1,256	       914	     0,000	 65535,000	   -38,154	   -38,154
       158	     1,264	       994	     0,000	 65535,000	    41,846	    41,846
       159	     1,272	       946	     0,000	 65535,000	    -6,154	    -6,154
       160	     1,280	       978	     0,000	 65535,000	    25,846	    25,846
       161	     1,288	       946	     0,000	 65535,000	    -6,154	    -6,154
       162	     1,296	       978	     0,000	 65535,000	    25,846	    25,846
       163	     1,304	       978	     0,000	 65535,000	    25,846	    25,846
       164	     1,312	       994	     0,000	 65535,000	    41,846	    41,846
       165	     1,320	       914	     0,000	 65535,000	   -38,154	   -38,154
       166	     1,328	       978	     0,000	 65535,000	    25,846	    25,846
       167	     1,336	       946	     0,000	 65535,000	    -6,154	    -6,154
       168	     1,344	       978	     0,000	 65535,000	    25,846	    25,846
       169	     1,352	       994	     0,000	 65535,000	    41,846	    41,846
       170	     1,360	       930	     0,000	 65535,000	   -22,154	   -22,154
       171	     1,368	       946	     0,000	 65535,000	    -6,154	    -6,154
       172	     1,376	      1010	     0,000	 65535,000	    57,846	    57,846
       173	     1,384	       930	     0,000	 65535,000	   -22,154	   -22,154
       174	     1,392	       914	     0,000	 65535,000	   -38,154	   -38,154
       175	     1,400	       962	     0,000	 65535,000	     9,846	     9,846
       176	     1,408	       946	     0,000	 65535,000	    -6,154	    -6,154
       177	     1,416	       930	     0,000	 65535,000	   -22,154	   -22,154
       178	     1,424	       914	     0,000	 65535,000	   -38,154	   -38,154
       179	     1,432	       994	     0,000	 65535,000	    41,846	    41,846
       180	     1,440	       978	     0,000	 65535,000	    25,846	    25,846
       181	     1,448	       962	     0,000	 65535,000	     9,846	     9,846
       182	     1,456	       946	     0,000	 65535,000	    -6,154	    -6,154
       183	     1,464	       962	     0,000	 65535,000	     9,846	     9,846
       184	     1,472	       962	     0,000	 65535,000	     9,846	     9,846
       185	     1,480	       946	     0,000	 65535,000	    -6,154	    -6,154
       186	     1,488	       946	     0,000	 65535,000	    -6,154	    -6,154
       187	     1,496	       978	     0,000	 65535,000	    25,846	    25,846
       188	     1,504	      1026	     0,000	 65535,000	    73,846	    73,846
       189	     1,512	       978	     0,000	 65535,000	    25,846	    25,846
       190	     1,520	       962	     0,000	 65535,000	     9,846	     9,846
       191	     1,528	       930	     0,000	 65535,000	   -22,154	   -22,154
       192	     1,536	       946	     0,000	 65535,000	    -6,154	    -6,154
       193	     1,544	       946	     0,000	 65535,000	    -6,154	    -6,154
       194	     1,552	       946	     0,000	 65535,000	    -6,154	    -6,154
       195	     1,560	       962	     0,000	 65535,000	     9,846	     9,846
       196	     1,568	       930	     0,000	 65535,000	   -22,154	   -22,154
       197	     1,576	       946	     0,000	 65535,000	    -6,154	    -6,154
       198	     1,584	       946	     0,000	 65535,000	    -6,154	    -6,154
       199	     1,592	       962	     0,000	 65535,000	     9,846	     9,846
       200	     1,600	       930	     0,000	 65535,000	   -22,154	   -22,154
       201	     1,608	       946	     0,000	 65535,000	    -6,154	    -6,154
       202	     1,616	       962	     0,000	 65535,000	     9,846	     9,846
       203	     1,624	       946	     0,000	 65535,000	    -6,154	    -6,154
       204	     1,632	       978	     0,000	 65535,000	    25,846	    25,846
       205	     1,640	      1010	     0,000	 65535,000	    57,846	    57,846
       206	     1,648	       962	     0,000	 65535,000	     9,846	     9,846
       207	     1,656	       914	     0,000	 65535,000	   -38,154	   -38,154
       208	     1,664	       946	     0,000	 65535,000	    -6,154	    -6,154
       209	     1,672	       978	     0,000	 65535,000	    25,846	    25,846
       210	     1,680	       978	     0,000	 65535,000	    25,846	    25,846
       211	     1,688	       946	     0,000	 65535,000	    -6,154	    -6,154
       212	     1,696	       994	     0,000	 65535,000	    41,846	    41,846
       213	     1,704	       930	     0,000	 65535,000	   -22,154	   -22,154
       214	     1,712	       962	     0,000	 65535,000	     9,846	     9,846
       215	     1,720	       962	     0,000	 65535,000	     9,846	     9,846
       216	     1,728	       978	     0,000	 65535,000	    25,846	    25,846
       217	     1,736	      1010	     0,000	 65535,000	    57,846	    57,846
       218	     1,744	       978	     0,000	 65535,000	    25,846	    25,846
       219	     1,752	       978	     0,000	 65535,000	    25,846	    25,846
       220	     1,760	       930	     0,000	 65535,000	   -22,154	   -22,154
       221	     1,768	       898	     0,000	 65535,000	   -54,154	   -54,154
       222	     1,776	       898	     0,000	 65535,000	   -54,154	   -54,154
       223	     1,784	       946	     0,000	 65535,000	    -6,154	    -6,154
       224	     1,792	       994	     0,000	 65535,000	    41,846	    41,846
       225	     1,800	       994	     0,000	 65535,000	    41,846	    41,846
       226	     1,808	       978	     0,000	 65535,000	    25,846	    25,846
       227	     1,816	      1010	     0,000	 65535,000	    57,846	    57,846
       228	     1,824	       930	     0,000	 65535,000	   -22,154	   -22,154
       229	     1,832	       946	     0,000	 65535,000	    -6,154	    -6,154
       230	     1,840	       962	     0,000	 65535,000	     9,846	     9,846
       231	     1,848	       946	     0,000	 65535,000	    -6,154	    -6,154
       232	     1,856	       962	     0,000	 65535,000	     9,846	     9,846
       233	     1,864	       946	     0,000	 65535,000	    -6,154	    -6,154
       234	     1,872	      1010	     0,000	 65535,000	    57,846	    57,846
       235	     1,880	      1026	     0,000	 65535,000	    73,846	    73,846
       236	     1,888	       946	     0,000	 65535,000	    -6,154	    -6,154
       237	     1,896	       962	     0,000	 65535,000	     9,846	     9,846
       238	     1,904	       946	     0,000	 65535,000	    -6,154	    -6,154
       239	     1,912	       946	     0,000	 65535,000	    -6,154	    -6,154
       240	     1,920	       962	     0,000	 65535,000	     9,846	     9,846
       241	     1,928	       914	     0,000	 65535,000	   -38,154	   -38,154
       242	     1,936	       914	     0,000	 65535,000	   -38,154	   -38,154
       243	     1,944	       962	     0,000	 65535,000	     9,846	     9,846
       244	     1,952	       946	     0,000	 65535,000	    -6,154	    -6,154
       245	     1,960	       978	     0,000	 65535,000	    25,846	    25,846
       246	     1,968	       962	     0,000	 65535,000	     9,846	     9,846
       247	     1,976	       898	     0,000	 65535,000	   -54,154	   -54,154
       248	     1,984	       962	     0,000	 65535,000	     9,846	     9,846
       249	     1,992	       994	     0,000	 65535,000	    41,846	    41,846
       250	     2,000	       978	     0,000	 65535,000	    25,846	    25,846
       251	     2,008	       978	     0,000	 65535,000	    25,846	    25,846
       252	     2,016	       994	     0,000	 65535,000	    41,846	    41,846
       253	     2,024	       930	     0,000	 65535,000	   -22,154	   -22,154
       254	     2,032	       946	     0,000	 65535,000	    -6,154	    -6,154
       255	     2,040	       978	     0,000	 65535,000	    25,846	    25,846
       256	     2,048	       946	     0,000	 65535,000	    -6,154	    -6,154
       257	     2,056	       962	     0,000	 65535,000	     9,846	     9,846
       258	     2,064	       930	     0,000	 65535,000	   -22,154	   -22,154
       259	     2,072	       946	     0,000	 65535,000	    -6,154	    -6,154
       260	     2,080	       994	     0,000	 65535,000	    41,846	    41,846
       261	     2,088	       946	     0,000	 65535,000	    -6,154	    -6,154
       262	     2,096	       978	     0,000	 65535,000	    25,846	    25,846
       263	     2,104	       962	     0,000	 65535,000	     9,846	     9,846
       264	     2,112	       914	     0,000	 65535,000	   -38,154	   -38,154
       265	     2,120	       962	     0,000	 65535,000	     9,846	     9,846
       266	     2,128	       914	     0,000	 65535,000	   -38,154	   -38,154
       267	     2,136	       930	     0,000	 65535,000	   -22,154	   -22,154
       268	     2,144	       930	     0,000	 65535,000	   -22,154	   -22,154
       269	     2,152	       978	     0,000	 65535,000	    25,846	    25,846
       270	     2,160	       978	     0,000	 65535,000	    25,846	    25,846
       271	     2,168	       962	     0,000	 65535,000	     9,846	     9,846
       272	     2,176	       930	     0,000	 65535,000	   -22,154	   -22,154
       273	     2,184	       946	     0,000	 65535,000	    -6,154	    -6,154
       274	     2,192	       930	     0,000	 65535,000	   -22,154	   -22,154
       275	     2,200	       930	     0,000	 65535,000	   -22,154	   -22,154
       276	     2,208	       914	     0,000	 65535,000	   -38,154	   -38,154
       277	     2,216	       978	     0,000	 65535,000	    25,846	    25,846
       278	     2,224	       946	     0,000	 65535,000	    -6,154	    -6,154
       279	     2,232	       962	     0,000	 65535,000	     9,846	     9,846
       280	     2,240	       962	     0,000	 65535,000	     9,846	     9,846
       281	     2,248	       946	     0,000	 65535,000	    -6,154	    -6,154
       282	     2,256	       994	     0,000	 65535,000	    41,846	    41,846
       283	     2,264	       962	     0,000	 65535,000	     9,846	     9,846
       284	     2,272	       930	     0,000	 65535,000	   -22,154	   -22,154
       285	     2,280	       946	     0,000	 65535,000	    -6,154	    -6,154
       286	     2,288	       930	     0,000	 65535,000	   -22,154	   -22,154
       287	     2,296	       946	     0,000	 65535,000	    -6,154	    -6,154
       288	     2,304	       930	     0,000	 65535,000	   -22,154	   -22,154
       289	     2,312	       978	     0,000	 65535,000	    25,846	    25,846
       290	     2,320	      1026	     0,000	 65535,000	    73,846	    73,846
       291	     2,328	       946	     0,000	 65535,000	    -6,154	    -6,154
       292	     2,336	       978	     0,000	 65535,000	    25,846	    25,846
       293	     2,344	       978	     0,000	 65535,000	    25,846	    25,846
       294	     2,352	       962	     0,000	 65535,000	     9,846	     9,846
       295	     2,360	       930	     0,000	 65535,000	   -22,154	   -22,154
       296	     2,368	       978	     0,000	 65535,000	    25,846	    25,846
       297	     2,376	       962	     0,000	 65535,000	     9,846	     9,846
       298	     2,384	       930	     0,000	 65535,000	   -22,154	   -22,154
       299	     2,392	       946	     0,000	 65535,000	    -6,154	    -6,154
       300	     2,400	       994	     0,000	 65535,000	    41,846	    41,846
       301	     2,408	       946	     0,000	 65535,000	    -6,154	    -6,154
       302	     2,416	      1010	     0,000	 65535,000	    57,846	    57,846
       303	     2,424	       962	     0,000	 65535,000	     9,846	     9,846
       304	     2,432	       930	     0,000	 65535,000	   -22,154	   -22,154
       305	     2,440	       930	     0,000	 65535,000	   -22,154	   -22,154
       306	     2,448	       914	     0,000	 65535,000	   -38,154	   -38,154
       307	     2,456	       978	     0,000	 65535,000	    25,846	    25,846
       308	     2,464	       946	     0,000	 65535,000	    -6,154	    -6,154
       309	     2,472	       994	     0,000	 65535,000	    41,846	    41,846
       310	     2,480	       962	     0,000	 65535,000	     9,846	     9,846
       311	     2,488	       994	     0,000	 65535,000	    41,846	    41,846
       312	     2,496	       978	     0,000	 65535,000	    25,846	    25,846
       313	     2,504	       946	     0,000	 65535,000	    -6,154	    -6,154
       314	     2,512	       946	     0,000	 65535,000	    -6,154	    -6,154
       315	     2,520	       962	     0,000	 65535,000	     9,846	     9,846
       316	     2,528	       930	     0,000	 65535,000	   -22,154	   -22,154
       317	     2,536	       946	     0,000	 65535,000	    -6,154	    -6,154
       318	     2,544	       978	     0,000	 65535,000	    25,846	    25,846
       319	     2,552	       962	     0,000	 65535,000	     9,846	     9,846
       320	     2,560	       962	     0,000	 65535,000	     9,846	     9,846
       321	     2,568	       946	     0,000	 65535,000	    -6,154	    -6,154
       322	     2,576	       978	     0,000	 65535,000	    25,846	    25,846
       323	     2,584	       994	     0,000	 65535,000	    41,846	    41,846
       324	     2,592	       946	     0,000	 65535,000	    -6,154	    -6,154
       325	     2,600	      1010	     0,000	 65535,000	    57,846	    57,846
       326	     2,608	      1010	     0,000	 65535,000	    57,846	    57,846
       327	     2,616	      1026	     0,000	 65535,000	    73,846	    73,846
       328	     2,624	       994	     0,000	 65535,000	    41,846	    41,846
       329	     2,632	       946	     0,000	 65535,000	    -6,154	    -6,154
       330	     2,640	       962	     0,000	 65535,000	     9,846	     9,846
       331	     2,648	       962	     0,000	 65535,000	     9,846	     9,846
       332	     2,656	       930	     0,000	 65535,000	   -22,154	   -22,154
       333	     2,664	       930	     0,000	 65535,000	   -22,154	   -22,154
       334	     2,672	       946	     0,000	 65535,000	    -6,154	    -6,154
       335	     2,680	       962	     0,000	 65535,000	     9,846	     9,846
       336	     2,688	       978	     0,000	 65535,000	    25,846	    25,846
       337	     2,696	       946	     0,000	 65535,000	    -6,154	    -6,154
       338	     2,704	       962	     0,000	 65535,000	     9,846	     9,846
       339	     2,712	       946	     0,000	 65535,000	    -6,154	    -6,154
       340	     2,720	      1010	     0,000	 65535,000	    57,846	    57,846
       341	     2,728	      1010	     0,000	 65535,000	    57,846	    57,846
       342	     2,736	       978	     0,000	 65535,000	    25,846	    25,846
       343	     2,744	      1026	     0,000	 65535,000	    73,846	    73,846
       344	     2,752	       978	     0,000	 65535,000	    25,846	    25,846
       345	     2,760	      1026	     0,000	 65535,000	    73,846	    73,846
       346	     2,768	       994	     0,000	 65535,000	    41,846	    41,846
       347	     2,776	       946	     0,000	 65535,000	    -6,154	    -6,154
       348	     2,784	       978	     0,000	 65535,000	    25,846	    25,846
       349	     2,792	       962	     0,000	 65535,000	     9,846	     9,846
       350	     2,800	       994	     0,000	 65535,000	    41,846	    41,846
       351	     2,808	       914	     0,000	 65535,000	   -38,154	   -38,154
       352	     2,816	       978	     0,000	 65535,000	    25,846	    25,846
       353	     2,824	       946	     0,000	 65535,000	    -6,154	    -6,154
       354	     2,832	       962	     0,000	 65535,000	     9,846	     9,846
       355	     2,840	       914	     0,000	 65535,000	   -38,154	   -38,154
       356	     2,848	       978	     0,000	 65535,000	    25,846	    25,846
       357	     2,856	      1010	     0,000	 65535,000	    57,846	    57,846
       358	     2,864	       978	     0,000	 65535,000	    25,846	    25,846
       359	     2,872	       962	     0,000	 65535,000	     9,846	     9,846
       360	     2,880	       962	     0,000	 65535,000	     9,846	     9,846
       361	     2,888	       930	     0,000	 65535,000	   -22,154	   -22,154
       362	     2,896	       914	     0,000	 65535,000	   -38,154	   -38,154
       363	     2,904	       962	     0,000	 65535,000	     9,846	     9,846
       364	     2,912	       978	     0,000	 65535,000	    25,846	    25,846
       365	     2,920	      1026	     0,000	 65535,000	    73,846	    73,846
       366	     2,928	       994	     0,000	 65535,000	    41,846	    41,846
       367	     2,936	       946	     0,000	 65535,000	    -6,154	    -6,154
       368	     2,944	       994	     0,000	 65535,000	    41,846	    41,846
       369	     2,952	       946	     0,000	 65535,000	    -6,154	    -6,154
       370	     2,960	      1010	     0,000	 65535,000	    57,846	    57,846
       371	     2,968	       978	     0,000	 65535,000	    25,846	    25,846
       372	     2,976	       994	     0,000	 65535,000	    41,846	    41,846
       373	     2,984	       946	     0,000	 65535,000	    -6,154	    -6,154
       374	     2,992	       994	     0,000	 65535,000	    41,846	    41,846
       375	     3,000	       978	     0,000	 65535,000	    25,846	    25,846
       376	     3,008	      1010	     0,000	 65535,000	    57,846	    57,846
       377	     3,016	       994	     0,000	 65535,000	    41,846	    41,846
       378	     3,024	       946	     0,000	 65535,000	    -6,154	    -6,154
       379	     3,032	       994	     0,000	 65535,000	    41,846	    41,846
       380	     3,040	       994	     0,000	 65535,000	    41,846	    41,846
       381	     3,048	       978	     0,000	 65535,000	    25,846	    25,846
       382	     3,056	      1010	     0,000	 65535,000	    57,846	    57,846
       383	     3,064	       978	     0,000	 65535,000	    25,846	    25,846
       384	     3,072	       978	     0,000	 65535,000	    25,846	    25,846
       385	     3,080	       978	     0,000	 65535,000	    25,846	    25,846
       386	     3,088	       946	     0,000	 65535,000	    -6,154	    -6,154
       387	     3,096	       914	     0,000	 65535,000	   -38,154	   -38,154
       388	     3,104	       994	     0,000	 65535,000	    41,846	    41,846
       389	     3,112	       994	     0,000	 65535,000	    41,846	    41,846
       390	     3,120	       978	     0,000	 65535,000	    25,846	    25,846
       391	     3,128	       994	     0,000	 65535,000	    41,846	    41,846
       392	     3,136	       978	     0,000	 65535,000	    25,846	    25,846
       393	     3,144	      1042	     0,000	 65535,000	    89,846	    89,846
       394	     3,152	      1010	     0,000	 65535,000	    57,846	    57,846
       395	     3,160	      1026	     0,000	 65535,000	    73,846	    73,846
       396	     3,168	      1010	     0,000	 65535,000	    57,846	    57,846
       397	     3,176	       978	     0,000	 65535,000	    25,846	    25,846
       398	     3,184	       994	     0,000	 65535,000	    41,846	    41,846
       399	     3,192	       946	     0,000	 65535,000	    -6,154	    -6,154
       400	     3,200	      1010	     0,000	 65535,000	    57,846	    57,846
       401	     3,208	      1026	     0,000	 65535,000	    73,846	    73,846
       402	     3,216	       978	     0,000	 65535,000	    25,846	    25,846
       403	     3,224	       994	     0,000	 65535,000	    41,846	    41,846
       404	     3,232	       978	     0,000	 65535,000	    25,846	    25,846
       405	     3,240	      1010	     0,000	 65535,000	    57,846	    57,846
       406	     3,248	      1010	     0,000	 65535,000	    57,846	    57,846
       407	     3,256	       978	     0,000	 65535,000	    25,846	    25,846
       408	     3,264	       994	     0,000	 65535,000	    41,846	    41,846
