"pixel no"	"mm" 	"pixel val" 	"dark frame"	"flat field"	"corrected"	"smoothed"
       152	     1,216	       946	     0,000	 65535,000	   -14,769	   -14,769
       153	     1,224	       994	     0,000	 65535,000	    33,231	    33,231
       154	     1,232	       962	     0,000	 65535,000	     1,231	     1,231
       155	     1,240	       946	     0,000	 65535,000	   -14,769	   -14,769
       156	     1,248	      1042	     0,000	 65535,000	    81,231	    81,231
       157	     1,256	       978	     0,000	 65535,000	    17,231	    17,231
       158	     1,264	       978	     0,000	 65535,000	    17,231	    17,231
       159	     1,272	       962	     0,000	 65535,000	     1,231	     1,231
       160	     1,280	       946	     0,000	 65535,000	   -14,769	   -14,769
       161	     1,288	       930	     0,000	 65535,000	   -30,769	   -30,769
       162	     1,296	       962	     0,000	 65535,000	     1,231	     1,231
       163	     1,304	       930	     0,000	 65535,000	   -30,769	   -30,769
       164	     1,312	       978	     0,000	 65535,000	    17,231	    17,231
       165	     1,320	       978	     0,000	 65535,000	    17,231	    17,231
       166	     1,328	       978	     0,000	 65535,000	    17,231	    17,231
       167	     1,336	       978	     0,000	 65535,000	    17,231	    17,231
       168	     1,344	       962	     0,000	 65535,000	     1,231	     1,231
       169	     1,352	       962	     0,000	 65535,000	     1,231	     1,231
       170	     1,360	       946	     0,000	 65535,000	   -14,769	   -14,769
       171	     1,368	       946	     0,000	 65535,000	   -14,769	   -14,769
       172	     1,376	       946	     0,000	 65535,000	   -14,769	   -14,769
       173	     1,384	       962	     0,000	 65535,000	     1,231	     1,231
       174	     1,392	       930	     0,000	 65535,000	   -30,769	   -30,769
       175	     1,400	       914	     0,000	 65535,000	   -46,769	   -46,769
       176	     1,408	       898	     0,000	 65535,000	   -62,769	   -62,769
       177	     1,416	       930	     0,000	 65535,000	   -30,769	   -30,769
       178	     1,424	       946	     0,000	 65535,000	   -14,769	   -14,769
       179	     1,432	       978	     0,000	 65535,000	    17,231	    17,231
       180	     1,440	      1042	     0,000	 65535,000	    81,231	    81,231
       181	     1,448	      1010	     0,000	 65535,000	    49,231	    49,231
       182	     1,456	       978	     0,000	 65535,000	    17,231	    17,231
       183	     1,464	       946	     0,000	 65535,000	   -14,769	   -14,769
       184	     1,472	       994	     0,000	 65535,000	    33,231	    33,231
       185	     1,480	       946	     0,000	 65535,000	   -14,769	   -14,769
       186	     1,488	       930	     0,000	 65535,000	   -30,769	   -30,769
       187	     1,496	       978	     0,000	 65535,000	    17,231	    17,231
       188	     1,504	       978	     0,000	 65535,000	    17,231	    17,231
       189	     1,512	       946	     0,000	 65535,000	   -14,769	   -14,769
       190	     1,520	       930	     0,000	 65535,000	   -30,769	   -30,769
       191	     1,528	       946	     0,000	 65535,000	   -14,769	   -14,769
       192	     1,536	       946	     0,000	 65535,000	   -14,769	   -14,769
       193	     1,544	       946	     0,000	 65535,000	   -14,769	   -14,769
       194	     1,552	       962	     0,000	 65535,000	     1,231	     1,231
       195	     1,560	       946	     0,000	 65535,000	   -14,769	   -14,769
       196	     1,568	       978	     0,000	 65535,000	    17,231	    17,231
       197	     1,576	       962	     0,000	 65535,000	     1,231	     1,231
       198	     1,584	       946	     0,000	 65535,000	   -14,769	   -14,769
       199	     1,592	      1010	     0,000	 65535,000	    49,231	    49,231
       200	     1,600	       994	     0,000	 65535,000	    33,231	    33,231
       201	     1,608	       946	     0,000	 65535,000	   -14,769	   -14,769
       202	     1,616	       914	     0,000	 65535,000	   -46,769	   -46,769
       203	     1,624	       962	     0,000	 65535,000	     1,231	     1,231
       204	     1,632	       946	     0,000	 65535,000	   -14,769	   -14,769
       205	     1,640	       946	     0,000	 65535,000	   -14,769	   -14,769
       206	     1,648	       978	     0,000	 65535,000	    17,231	    17,231
       207	     1,656	       962	     0,000	 65535,000	     1,231	     1,231
       208	     1,664	       962	     0,000	 65535,000	     1,231	     1,231
       209	     1,672	       930	     0,000	 65535,000	   -30,769	   -30,769
       210	     1,680	       978	     0,000	 65535,000	    17,231	    17,231
       211	     1,688	       978	     0,000	 65535,000	    17,231	    17,231
       212	     1,696	       946	     0,000	 65535,000	   -14,769	   -14,769
       213	     1,704	       930	     0,000	 65535,000	   -30,769	   -30,769
       214	     1,712	       930	     0,000	 65535,000	   -30,769	   -30,769
       215	     1,720	       914	     0,000	 65535,000	   -46,769	   -46,769
       216	     1,728	       962	     0,000	 65535,000	     1,231	     1,231
       217	     1,736	       914	     0,000	 65535,000	   -46,769	   -46,769
       218	     1,744	       946	     0,000	 65535,000	   -14,769	   -14,769
       219	     1,752	       978	     0,000	 65535,000	    17,231	    17,231
       220	     1,760	       946	     0,000	 65535,000	   -14,769	   -14,769
       221	     1,768	       962	     0,000	 65535,000	     1,231	     1,231
       222	     1,776	       914	     0,000	 65535,000	   -46,769	   -46,769
       223	     1,784	       946	     0,000	 65535,000	   -14,769	   -14,769
       224	     1,792	       994	     0,000	 65535,000	    33,231	    33,231
       225	     1,800	       930	     0,000	 65535,000	   -30,769	   -30,769
       226	     1,808	       914	     0,000	 65535,000	   -46,769	   -46,769
       227	     1,816	       946	     0,000	 65535,000	   -14,769	   -14,769
       228	     1,824	       946	     0,000	 65535,000	   -14,769	   -14,769
       229	     1,832	       978	     0,000	 65535,000	    17,231	    17,231
       230	     1,840	       962	     0,000	 65535,000	     1,231	     1,231
       231	     1,848	       962	     0,000	 65535,000	     1,231	     1,231
       232	     1,856	       946	     0,000	 65535,000	   -14,769	   -14,769
       233	     1,864	       994	     0,000	 65535,000	    33,231	    33,231
       234	     1,872	       962	     0,000	 65535,000	     1,231	     1,231
       235	     1,880	       946	     0,000	 65535,000	   -14,769	   -14,769
       236	     1,888	       978	     0,000	 65535,000	    17,231	    17,231
       237	     1,896	       946	     0,000	 65535,000	   -14,769	   -14,769
       238	     1,904	       978	     0,000	 65535,000	    17,231	    17,231
       239	     1,912	       978	     0,000	 65535,000	    17,231	    17,231
       240	     1,920	       978	     0,000	 65535,000	    17,231	    17,231
       241	     1,928	       962	     0,000	 65535,000	     1,231	     1,231
       242	     1,936	       946	     0,000	 65535,000	   -14,769	   -14,769
       243	     1,944	      1010	     0,000	 65535,000	    49,231	    49,231
       244	     1,952	       994	     0,000	 65535,000	    33,231	    33,231
       245	     1,960	       962	     0,000	 65535,000	     1,231	     1,231
       246	     1,968	       930	     0,000	 65535,000	   -30,769	   -30,769
       247	     1,976	       914	     0,000	 65535,000	   -46,769	   -46,769
       248	     1,984	       962	     0,000	 65535,000	     1,231	     1,231
       249	     1,992	       930	     0,000	 65535,000	   -30,769	   -30,769
       250	     2,000	       978	     0,000	 65535,000	    17,231	    17,231
       251	     2,008	       994	     0,000	 65535,000	    33,231	    33,231
       252	     2,016	       978	     0,000	 65535,000	    17,231	    17,231
       253	     2,024	       994	     0,000	 65535,000	    33,231	    33,231
       254	     2,032	       978	     0,000	 65535,000	    17,231	    17,231
       255	     2,040	       946	     0,000	 65535,000	   -14,769	   -14,769
       256	     2,048	       914	     0,000	 65535,000	   -46,769	   -46,769
       257	     2,056	       962	     0,000	 65535,000	     1,231	     1,231
       258	     2,064	       930	     0,000	 65535,000	   -30,769	   -30,769
       259	     2,072	       930	     0,000	 65535,000	   -30,769	   -30,769
       260	     2,080	       898	     0,000	 65535,000	   -62,769	   -62,769
       261	     2,088	       930	     0,000	 65535,000	   -30,769	   -30,769
       262	     2,096	       930	     0,000	 65535,000	   -30,769	   -30,769
       263	     2,104	       962	     0,000	 65535,000	     1,231	     1,231
       264	     2,112	       946	     0,000	 65535,000	   -14,769	   -14,769
       265	     2,120	       914	     0,000	 65535,000	   -46,769	   -46,769
       266	     2,128	       978	     0,000	 65535,000	    17,231	    17,231
       267	     2,136	       962	     0,000	 65535,000	     1,231	     1,231
       268	     2,144	       946	     0,000	 65535,000	   -14,769	   -14,769
       269	     2,152	       994	     0,000	 65535,000	    33,231	    33,231
       270	     2,160	       962	     0,000	 65535,000	     1,231	     1,231
       271	     2,168	       962	     0,000	 65535,000	     1,231	     1,231
       272	     2,176	       962	     0,000	 65535,000	     1,231	     1,231
       273	     2,184	       946	     0,000	 65535,000	   -14,769	   -14,769
       274	     2,192	       978	     0,000	 65535,000	    17,231	    17,231
       275	     2,200	       914	     0,000	 65535,000	   -46,769	   -46,769
       276	     2,208	       946	     0,000	 65535,000	   -14,769	   -14,769
       277	     2,216	       946	     0,000	 65535,000	   -14,769	   -14,769
       278	     2,224	       914	     0,000	 65535,000	   -46,769	   -46,769
       279	     2,232	       962	     0,000	 65535,000	     1,231	     1,231
       280	     2,240	       946	     0,000	 65535,000	   -14,769	   -14,769
       281	     2,248	       978	     0,000	 65535,000	    17,231	    17,231
       282	     2,256	       994	     0,000	 65535,000	    33,231	    33,231
       283	     2,264	       962	     0,000	 65535,000	     1,231	     1,231
       284	     2,272	       946	     0,000	 65535,000	   -14,769	   -14,769
       285	     2,280	       946	     0,000	 65535,000	   -14,769	   -14,769
       286	     2,288	       930	     0,000	 65535,000	   -30,769	   -30,769
       287	     2,296	       898	     0,000	 65535,000	   -62,769	   -62,769
       288	     2,304	       930	     0,000	 65535,000	   -30,769	   -30,769
       289	     2,312	       930	     0,000	 65535,000	   -30,769	   -30,769
       290	     2,320	       930	     0,000	 65535,000	   -30,769	   -30,769
       291	     2,328	       946	     0,000	 65535,000	   -14,769	   -14,769
       292	     2,336	       962	     0,000	 65535,000	     1,231	     1,231
       293	     2,344	       914	     0,000	 65535,000	   -46,769	   -46,769
       294	     2,352	       914	     0,000	 65535,000	   -46,769	   -46,769
       295	     2,360	       946	     0,000	 65535,000	   -14,769	   -14,769
       296	     2,368	       946	     0,000	 65535,000	   -14,769	   -14,769
       297	     2,376	       978	     0,000	 65535,000	    17,231	    17,231
       298	     2,384	       994	     0,000	 65535,000	    33,231	    33,231
       299	     2,392	       978	     0,000	 65535,000	    17,231	    17,231
       300	     2,400	      1010	     0,000	 65535,000	    49,231	    49,231
       301	     2,408	      1026	     0,000	 65535,000	    65,231	    65,231
       302	     2,416	       946	     0,000	 65535,000	   -14,769	   -14,769
       303	     2,424	       994	     0,000	 65535,000	    33,231	    33,231
       304	     2,432	       962	     0,000	 65535,000	     1,231	     1,231
       305	     2,440	       946	     0,000	 65535,000	   -14,769	   -14,769
       306	     2,448	       962	     0,000	 65535,000	     1,231	     1,231
       307	     2,456	       994	     0,000	 65535,000	    33,231	    33,231
       308	     2,464	       930	     0,000	 65535,000	   -30,769	   -30,769
       309	     2,472	       930	     0,000	 65535,000	   -30,769	   -30,769
       310	     2,480	       914	     0,000	 65535,000	   -46,769	   -46,769
       311	     2,488	       962	     0,000	 65535,000	     1,231	     1,231
       312	     2,496	       962	     0,000	 65535,000	     1,231	     1,231
       313	     2,504	       962	     0,000	 65535,000	     1,231	     1,231
       314	     2,512	       930	     0,000	 65535,000	   -30,769	   -30,769
       315	     2,520	       914	     0,000	 65535,000	   -46,769	   -46,769
       316	     2,528	       962	     0,000	 65535,000	     1,231	     1,231
       317	     2,536	       930	     0,000	 65535,000	   -30,769	   -30,769
       318	     2,544	       882	     0,000	 65535,000	   -78,769	   -78,769
       319	     2,552	       946	     0,000	 65535,000	   -14,769	   -14,769
       320	     2,560	       962	     0,000	 65535,000	     1,231	     1,231
       321	     2,568	       962	     0,000	 65535,000	     1,231	     1,231
       322	     2,576	       978	     0,000	 65535,000	    17,231	    17,231
       323	     2,584	      1042	     0,000	 65535,000	    81,231	    81,231
       324	     2,592	      1026	     0,000	 65535,000	    65,231	    65,231
       325	     2,600	       962	     0,000	 65535,000	     1,231	     1,231
       326	     2,608	       946	     0,000	 65535,000	   -14,769	   -14,769
       327	     2,616	      1010	     0,000	 65535,000	    49,231	    49,231
       328	     2,624	       978	     0,000	 65535,000	    17,231	    17,231
       329	     2,632	       978	     0,000	 65535,000	    17,231	    17,231
       330	     2,640	       962	     0,000	 65535,000	     1,231	     1,231
       331	     2,648	       978	     0,000	 65535,000	    17,231	    17,231
       332	     2,656	       994	     0,000	 65535,000	    33,231	    33,231
       333	     2,664	       946	     0,000	 65535,000	   -14,769	   -14,769
       334	     2,672	       962	     0,000	 65535,000	     1,231	     1,231
       335	     2,680	       962	     0,000	 65535,000	     1,231	     1,231
       336	     2,688	       978	     0,000	 65535,000	    17,231	    17,231
       337	     2,696	       978	     0,000	 65535,000	    17,231	    17,231
       338	     2,704	       994	     0,000	 65535,000	    33,231	    33,231
       339	     2,712	       946	     0,000	 65535,000	   -14,769	   -14,769
       340	     2,720	       994	     0,000	 65535,000	    33,231	    33,231
       341	     2,728	       946	     0,000	 65535,000	   -14,769	   -14,769
       342	     2,736	       946	     0,000	 65535,000	   -14,769	   -14,769
       343	     2,744	       946	     0,000	 65535,000	   -14,769	   -14,769
       344	     2,752	       994	     0,000	 65535,000	    33,231	    33,231
       345	     2,760	       946	     0,000	 65535,000	   -14,769	   -14,769
       346	     2,768	       946	     0,000	 65535,000	   -14,769	   -14,769
       347	     2,776	       946	     0,000	 65535,000	   -14,769	   -14,769
       348	     2,784	       994	     0,000	 65535,000	    33,231	    33,231
       349	     2,792	       946	     0,000	 65535,000	   -14,769	   -14,769
       350	     2,800	      1010	     0,000	 65535,000	    49,231	    49,231
       351	     2,808	       978	     0,000	 65535,000	    17,231	    17,231
       352	     2,816	       994	     0,000	 65535,000	    33,231	    33,231
       353	     2,824	       946	     0,000	 65535,000	   -14,769	   -14,769
       354	     2,832	      1010	     0,000	 65535,000	    49,231	    49,231
       355	     2,840	       946	     0,000	 65535,000	   -14,769	   -14,769
       356	     2,848	       994	     0,000	 65535,000	    33,231	    33,231
       357	     2,856	       946	     0,000	 65535,000	   -14,769	   -14,769
       358	     2,864	       994	     0,000	 65535,000	    33,231	    33,231
       359	     2,872	       994	     0,000	 65535,000	    33,231	    33,231
       360	     2,880	       946	     0,000	 65535,000	   -14,769	   -14,769
       361	     2,888	       978	     0,000	 65535,000	    17,231	    17,231
       362	     2,896	       978	     0,000	 65535,000	    17,231	    17,231
       363	     2,904	       930	     0,000	 65535,000	   -30,769	   -30,769
       364	     2,912	       978	     0,000	 65535,000	    17,231	    17,231
       365	     2,920	       978	     0,000	 65535,000	    17,231	    17,231
       366	     2,928	       962	     0,000	 65535,000	     1,231	     1,231
       367	     2,936	       994	     0,000	 65535,000	    33,231	    33,231
       368	     2,944	       978	     0,000	 65535,000	    17,231	    17,231
       369	     2,952	      1010	     0,000	 65535,000	    49,231	    49,231
       370	     2,960	       978	     0,000	 65535,000	    17,231	    17,231
       371	     2,968	      1010	     0,000	 65535,000	    49,231	    49,231
       372	     2,976	       994	     0,000	 65535,000	    33,231	    33,231
       373	     2,984	       962	     0,000	 65535,000	     1,231	     1,231
       374	     2,992	       946	     0,000	 65535,000	   -14,769	   -14,769
       375	     3,000	       946	     0,000	 65535,000	   -14,769	   -14,769
       376	     3,008	       994	     0,000	 65535,000	    33,231	    33,231
       377	     3,016	       946	     0,000	 65535,000	   -14,769	   -14,769
       378	     3,024	       978	     0,000	 65535,000	    17,231	    17,231
       379	     3,032	      1010	     0,000	 65535,000	    49,231	    49,231
       380	     3,040	       994	     0,000	 65535,000	    33,231	    33,231
       381	     3,048	       962	     0,000	 65535,000	     1,231	     1,231
       382	     3,056	       978	     0,000	 65535,000	    17,231	    17,231
       383	     3,064	       994	     0,000	 65535,000	    33,231	    33,231
       384	     3,072	       962	     0,000	 65535,000	     1,231	     1,231
       385	     3,080	       914	     0,000	 65535,000	   -46,769	   -46,769
       386	     3,088	       962	     0,000	 65535,000	     1,231	     1,231
       387	     3,096	      1010	     0,000	 65535,000	    49,231	    49,231
       388	     3,104	      1026	     0,000	 65535,000	    65,231	    65,231
       389	     3,112	       994	     0,000	 65535,000	    33,231	    33,231
       390	     3,120	       978	     0,000	 65535,000	    17,231	    17,231
       391	     3,128	      1042	     0,000	 65535,000	    81,231	    81,231
       392	     3,136	      1010	     0,000	 65535,000	    49,231	    49,231
       393	     3,144	       978	     0,000	 65535,000	    17,231	    17,231
       394	     3,152	       946	     0,000	 65535,000	   -14,769	   -14,769
       395	     3,160	       994	     0,000	 65535,000	    33,231	    33,231
       396	     3,168	       978	     0,000	 65535,000	    17,231	    17,231
       397	     3,176	       994	     0,000	 65535,000	    33,231	    33,231
       398	     3,184	       994	     0,000	 65535,000	    33,231	    33,231
       399	     3,192	       994	     0,000	 65535,000	    33,231	    33,231
       400	     3,200	      1026	     0,000	 65535,000	    65,231	    65,231
       401	     3,208	       978	     0,000	 65535,000	    17,231	    17,231
       402	     3,216	       994	     0,000	 65535,000	    33,231	    33,231
       403	     3,224	       978	     0,000	 65535,000	    17,231	    17,231
       404	     3,232	      1010	     0,000	 65535,000	    49,231	    49,231
       405	     3,240	      1026	     0,000	 65535,000	    65,231	    65,231
       406	     3,248	      1026	     0,000	 65535,000	    65,231	    65,231
       407	     3,256	       994	     0,000	 65535,000	    33,231	    33,231
